記録日,モーター期起算日,場コード,モーター番号,勝率,勝率順位,2連対率,2連対率順位,3連対率,3連対率順位,1着回数,1着順位,2着回数,2着順位,3着回数,3着順位,連対外回数,出走数,優勝回数,優勝順位,優出回数,優出順位,raw_col_21,raw_col_22,平均ラップ秒,平均ラップ順位,期内初使用日,整備種別1回数,整備種別2回数,整備種別3回数,整備種別4回数,整備種別5回数,整備種別6回数,直近メンテ日
2026-06-14,2025-12-27,01,24,4.13,37,0.0,40,37.5,32,0,32,0,28,3,4,5,8,0,2,0,7,684,42,15.23,41,2025-12-28,0,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,25,5.75,13,62.5,8,62.5,12,2,9,3,5,0,30,3,8,0,2,0,7,677,13,14.96,17,2025-12-28,1,1,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,26,8.25,1,75.0,2,87.5,2,4,2,2,11,1,17,1,8,0,2,1,1,677,13,14.81,2,2025-12-29,2,1,1,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,27,4.67,29,11.11,39,44.44,28,1,16,0,28,3,4,5,9,0,2,0,7,678,19,14.97,21,2025-12-29,0,1,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,28,6.11,11,44.44,13,66.67,8,2,9,2,11,2,12,3,9,0,2,0,7,676,7,14.9,9,2025-12-30,0,1,0,1,0,0,2025-12-31
2026-06-14,2025-12-27,01,29,4.71,27,42.86,15,42.86,31,1,16,2,11,0,30,4,7,0,2,0,7,675,3,15.04,28,2025-12-27,0,1,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,30,7.11,6,66.67,4,66.67,8,6,1,0,28,0,30,3,9,0,2,1,1,678,19,14.85,5,2025-12-28,4,1,0,0,0,1,2025-12-31
2026-06-14,2025-12-27,01,31,6.67,8,44.44,13,77.78,4,3,5,1,19,3,4,2,9,0,2,1,1,677,13,14.84,4,2025-12-28,0,2,0,0,0,1,2025-12-31
2026-06-14,2025-12-27,01,32,5.5,16,25.0,23,25.0,37,1,16,0,28,0,30,3,4,0,2,0,7,673,1,15.29,42,2025-12-28,0,1,0,0,0,0,2025-12-29
2026-06-14,2025-12-27,01,33,5.14,19,28.57,21,28.57,35,2,9,0,28,0,30,5,7,0,2,0,7,682,34,14.99,24,2025-12-31,0,1,0,0,1,0,2025-12-31
2026-06-14,2025-12-27,01,34,4.75,26,25.0,23,50.0,21,1,16,1,19,2,12,4,8,0,2,0,7,681,33,15.05,32,2025-12-30,1,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,35,5.56,15,22.22,29,55.56,20,2,9,0,28,3,4,4,9,0,2,0,7,677,13,14.95,15,2025-12-28,0,1,1,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,36,5.13,20,25.0,23,50.0,21,2,9,0,28,2,12,4,8,0,2,0,7,675,3,14.97,21,2025-12-31,0,2,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,37,2.63,42,12.5,33,12.5,40,0,32,1,19,0,30,7,8,0,2,0,7,682,34,15.14,36,2025-12-28,0,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,38,8.0,2,77.78,1,88.89,1,3,5,4,2,1,17,1,9,0,2,0,7,676,7,14.95,15,2025-12-28,2,1,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,39,2.83,39,16.67,31,16.67,39,0,32,1,19,0,30,5,6,0,2,0,7,683,39,15.19,40,2025-12-31,0,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,40,4.38,35,12.5,33,50.0,21,1,16,0,28,3,4,4,8,0,2,0,7,678,19,15.06,33,2025-12-28,0,1,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,41,5.0,22,37.5,16,50.0,21,1,16,2,11,1,17,4,8,0,2,0,7,678,19,14.98,23,2025-12-31,0,0,0,1,0,0,2025-12-31
2026-06-14,2025-12-27,01,42,5.38,17,25.0,23,62.5,12,0,32,2,11,3,4,3,8,0,2,0,7,676,7,14.92,10,2025-12-28,0,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,43,2.5,43,0.0,40,12.5,40,0,32,0,28,1,17,7,8,0,2,0,7,682,34,15.29,42,2025-12-30,0,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,44,7.33,5,66.67,4,77.78,4,3,5,3,5,1,17,2,9,0,2,0,7,678,19,14.89,8,2025-12-31,0,2,0,0,0,1,2025-12-31
2026-06-14,2025-12-27,01,45,5.0,22,12.5,33,62.5,12,1,16,0,28,4,2,3,8,0,2,0,7,676,7,14.93,13,2025-12-27,0,1,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,46,4.43,34,28.57,21,28.57,35,1,16,1,19,0,30,5,7,0,2,0,7,685,44,15.01,27,2025-12-28,0,0,0,0,0,1,2025-12-31
2026-06-14,2025-12-27,01,47,5.63,14,37.5,16,62.5,12,1,16,2,11,2,12,3,8,0,2,1,1,680,31,14.85,5,2025-12-27,0,0,0,0,0,1,2025-12-31
2026-06-14,2025-12-27,01,48,4.63,30,0.0,40,62.5,12,0,32,0,28,5,1,3,8,0,2,0,7,680,31,15.16,38,2025-12-27,0,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,49,2.88,38,0.0,40,0.0,43,0,32,0,28,0,30,8,8,0,2,0,7,675,3,15.15,37,2025-12-28,0,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,50,4.25,36,25.0,23,37.5,32,2,9,0,28,1,17,5,8,0,2,0,7,682,34,14.92,10,2025-12-31,0,0,1,0,0,1,2025-12-31
2026-06-14,2025-12-27,01,51,5.88,12,50.0,11,62.5,12,0,32,4,2,1,17,3,8,0,2,0,7,682,34,15.04,28,2025-12-29,0,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,52,5.0,22,50.0,11,50.0,21,1,16,3,5,0,30,4,8,0,2,0,7,679,27,15.04,28,2025-12-30,1,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,53,5.13,20,37.5,16,50.0,21,0,32,3,5,1,17,4,8,0,2,0,7,679,27,14.99,24,2025-12-28,0,0,0,0,0,0,2025-12-31
2026-06-14,2025-12-27,01,54,4.71,27,14.29,32,57.14,19,1,16,0,28,3,4,3,7,0,2,0,7,678,19,14.96,17,2025-12-27,0,0,0,0,0,1,2025-12-31
2026-06-14,2025-12-27,01,55,2.75,40,25.0,23,25.0,37,0,32,1,19,0,30,3,4,0,2,0,7,684,42,15.12,35,2025-12-28,0,0,0,0,0,0,2025-12-28
2026-06-14,2026-05-11,03,10,4.67,34,22.22,38,22.22,48,1,19,1,23,0,38,7,9,0,2,0,7,712,48,15.24,30,2026-05-14,0,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,11,3.78,42,22.22,38,33.33,42,0,37,2,8,1,20,6,9,0,2,0,7,702,16,15.39,46,2026-05-12,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,12,6.11,15,55.56,7,55.56,23,3,4,2,8,0,38,4,9,0,2,0,7,704,29,15.11,10,2026-05-12,2,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,13,6.75,8,62.5,5,62.5,14,3,4,2,8,0,38,3,8,0,2,0,7,707,38,15.13,13,2026-05-12,1,1,0,0,0,1,2026-05-16
2026-06-14,2026-05-11,03,14,5.29,26,28.57,27,57.14,21,1,19,1,23,2,7,3,7,0,2,0,7,699,7,15.2,25,2026-05-16,1,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,15,3.0,49,12.5,42,25.0,43,0,37,1,23,1,20,6,8,0,2,0,7,717,52,15.69,50,2026-05-14,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,16,6.88,7,50.0,8,75.0,6,3,4,1,23,2,7,2,8,0,2,0,7,701,14,15.07,5,2026-05-14,0,1,2,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,17,5.5,23,25.0,31,62.5,14,2,9,0,38,3,3,3,8,0,2,0,7,704,29,15.18,22,2026-05-16,1,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,18,5.63,20,37.5,20,62.5,14,1,19,2,8,2,7,3,8,0,2,0,7,704,29,15.13,13,2026-05-16,0,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,19,3.63,43,25.0,31,25.0,43,2,9,0,38,0,38,6,8,0,2,0,7,703,21,15.19,23,2026-05-16,0,1,0,1,0,0,2026-05-16
2026-06-14,2026-05-11,03,20,4.0,40,0.0,47,50.0,26,0,37,0,38,1,20,1,2,0,2,0,7,713,49,15.38,44,2026-05-12,0,0,0,0,0,0,2026-05-13
2026-06-14,2026-05-11,03,21,4.44,36,0.0,47,44.44,30,0,37,0,38,4,2,5,9,0,2,0,7,695,4,15.47,49,2026-05-14,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,22,3.63,43,25.0,31,37.5,34,1,19,1,23,1,20,5,8,0,2,0,7,705,34,15.17,19,2026-05-12,1,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,23,3.29,47,14.29,41,14.29,49,1,19,0,38,0,38,6,7,0,2,0,7,706,36,15.3,35,2026-05-14,0,0,1,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,24,3.38,45,12.5,42,37.5,34,0,37,1,23,2,7,5,8,0,2,0,7,707,38,15.38,44,2026-05-16,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,25,5.25,27,37.5,20,37.5,34,1,19,2,8,0,38,5,8,0,2,0,7,703,21,15.26,33,2026-05-15,1,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,26,5.75,19,50.0,8,62.5,14,2,9,2,8,1,20,3,8,0,2,0,7,702,16,15.17,19,2026-05-15,0,1,0,1,0,0,2026-05-16
2026-06-14,2026-05-11,03,27,7.14,5,71.43,3,71.43,9,2,9,3,1,0,38,2,7,0,2,1,1,699,7,15.16,18,2026-05-12,2,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,28,5.5,23,0.0,47,75.0,6,0,37,0,38,6,1,2,8,0,2,0,7,710,45,15.29,34,2026-05-16,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,29,6.13,14,37.5,20,62.5,14,2,9,1,23,2,7,3,8,0,2,0,7,703,21,15.15,16,2026-05-16,0,1,0,0,0,1,2026-05-16
2026-06-14,2026-05-11,03,30,6.33,11,44.44,14,66.67,12,4,2,0,38,2,7,3,9,0,2,0,7,699,7,14.93,1,2026-05-16,1,2,0,0,1,0,2026-05-16
2026-06-14,2026-05-11,03,31,9.14,1,85.71,1,100.0,1,5,1,1,23,1,20,0,7,1,1,1,1,704,29,15.09,9,2026-05-15,0,3,1,0,0,1,2026-05-16
2026-06-14,2026-05-11,03,32,3.25,48,12.5,42,25.0,43,0,37,1,23,1,20,6,8,0,2,0,7,704,29,15.45,48,2026-05-12,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,33,6.25,12,50.0,8,50.0,26,4,2,0,38,0,38,4,8,0,2,0,7,702,16,15.05,3,2026-05-15,0,1,1,1,0,1,2026-05-16
2026-06-14,2026-05-11,03,34,5.5,23,50.0,8,50.0,26,1,19,2,8,0,38,3,6,0,2,1,1,703,21,15.19,23,2026-05-12,0,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,35,5.63,20,37.5,20,62.5,14,1,19,2,8,2,7,3,8,0,2,0,7,703,21,14.98,2,2026-05-15,1,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,36,7.67,3,50.0,8,83.33,4,3,4,0,38,2,7,1,6,0,2,0,7,702,16,15.2,25,2026-05-13,1,1,0,0,0,1,2026-05-16
2026-06-14,2026-05-11,03,37,8.33,2,83.33,2,100.0,1,2,9,3,1,1,20,0,6,0,2,1,1,694,2,15.08,7,2026-05-12,1,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,38,4.25,37,25.0,31,37.5,34,1,19,1,23,1,20,5,8,0,2,0,7,707,38,15.2,25,2026-05-15,0,0,0,1,0,0,2026-05-16
2026-06-14,2026-05-11,03,39,4.25,37,12.5,42,37.5,34,1,19,0,38,2,7,5,8,0,2,0,7,709,44,15.34,41,2026-05-13,0,0,1,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,40,5.86,18,28.57,27,71.43,9,1,19,1,23,3,3,2,7,0,2,0,7,697,6,15.05,3,2026-05-16,0,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,41,5.25,27,37.5,20,50.0,26,1,19,2,8,1,20,4,8,0,2,0,7,708,42,15.25,32,2026-05-15,1,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,43,7.17,4,66.67,4,83.33,4,2,9,2,8,1,20,1,6,0,2,0,7,715,50,15.22,29,2026-05-16,0,1,0,0,1,0,2026-05-16
2026-06-14,2026-05-11,03,45,2.75,50,12.5,42,25.0,43,0,37,1,23,1,20,6,8,0,2,0,7,711,47,15.43,47,2026-05-13,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,46,5.56,22,44.44,14,55.56,23,2,9,2,8,1,20,4,9,0,2,0,7,705,34,15.13,13,2026-05-15,0,1,0,1,0,0,2026-05-16
2026-06-14,2026-05-11,03,47,4.86,31,42.86,17,42.86,31,0,37,3,1,0,38,4,7,0,2,0,7,700,11,15.33,38,2026-05-15,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,48,4.5,35,25.0,31,25.0,43,1,19,1,23,0,38,6,8,0,2,0,7,716,51,15.17,19,2026-05-15,0,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,49,7.0,6,50.0,8,75.0,6,2,9,2,8,2,7,2,8,0,2,0,7,703,21,15.12,11,2026-05-16,2,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,50,4.86,31,28.57,27,42.86,31,1,19,1,23,1,20,4,7,0,2,0,7,700,11,15.15,16,2026-05-15,0,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,51,1.25,52,0.0,47,0.0,51,0,37,0,38,0,38,4,4,0,2,0,7,703,21,,,,0,0,0,0,0,0,2026-05-14
2026-06-14,2026-05-11,03,52,6.0,16,42.86,17,71.43,9,1,19,2,8,2,7,2,7,0,2,0,7,701,14,15.24,30,2026-05-16,0,0,0,1,0,0,2026-05-16
2026-06-14,2026-05-11,03,53,5.14,29,28.57,27,42.86,31,0,37,2,8,1,20,4,7,0,2,0,7,692,1,15.37,43,2026-05-14,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,54,4.75,33,37.5,20,37.5,34,0,37,3,1,0,38,5,8,0,2,0,7,703,21,15.21,28,2026-05-15,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,55,1.86,51,0.0,47,0.0,51,0,37,0,38,0,38,7,7,0,2,0,7,699,7,20.69,51,2026-05-14,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,56,6.14,13,42.86,17,57.14,21,3,4,0,38,1,20,3,7,0,2,1,1,696,5,15.08,7,2026-05-12,1,1,1,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,57,4.0,40,25.0,31,37.5,34,0,37,2,8,1,20,5,8,0,2,0,7,707,38,15.33,38,2026-05-15,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,58,6.71,9,57.14,6,85.71,3,1,19,3,1,2,7,1,7,0,2,1,1,694,2,15.3,35,2026-05-15,0,0,0,0,1,0,2026-05-16
2026-06-14,2026-05-11,03,59,5.11,30,22.22,38,55.56,23,1,19,1,23,3,3,4,9,0,2,0,7,710,45,15.12,11,2026-05-16,0,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,60,5.88,17,25.0,31,62.5,14,2,9,0,38,3,3,3,8,0,2,0,7,702,16,15.07,5,2026-05-16,0,2,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,61,4.25,37,37.5,20,37.5,34,0,37,3,1,0,38,5,8,0,2,0,7,706,36,15.31,37,2026-05-12,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,62,6.44,10,44.44,14,66.67,12,1,19,3,1,2,7,3,9,0,2,0,7,708,42,15.33,38,2026-05-16,0,1,0,0,0,0,2026-05-16
2026-06-14,2026-05-11,03,63,3.38,45,0.0,47,12.5,50,0,37,0,38,1,20,7,8,0,2,0,7,700,11,15.35,42,2026-05-16,0,0,0,0,0,0,2026-05-16
2026-06-14,2026-04-09,06,1,4.33,29,11.11,33,22.22,35,1,20,0,30,1,23,7,9,0,2,0,7,672,15,14.91,13,2026-04-09,0,0,1,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,2,7.2,5,50.0,11,80.0,6,3,8,2,13,3,4,2,10,0,2,0,7,666,3,14.88,7,2026-04-12,0,1,1,1,0,0,2026-04-14
2026-06-14,2026-04-09,06,3,7.2,5,70.0,2,70.0,10,4,4,3,7,0,38,3,10,0,2,1,1,664,1,15.02,26,2026-04-09,3,1,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,4,4.0,31,22.22,27,22.22,35,1,20,1,25,0,38,7,9,0,2,0,7,669,8,14.9,12,2026-04-09,0,0,0,0,0,1,2026-04-14
2026-06-14,2026-04-09,06,5,8.0,1,75.0,1,75.0,8,6,1,0,30,0,38,2,8,1,1,1,1,664,1,14.83,2,2026-04-13,0,2,0,0,0,4,2026-04-14
2026-06-14,2026-04-09,06,6,4.38,28,25.0,25,37.5,29,1,20,1,25,1,23,5,8,0,2,0,7,674,24,15.0,22,2026-04-09,0,1,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,7,6.91,9,63.64,5,72.73,9,5,2,2,13,1,23,3,11,0,2,1,1,674,24,14.96,17,2026-04-09,1,2,0,0,1,1,2026-04-14
2026-06-14,2026-04-09,06,8,6.11,16,55.56,9,66.67,14,2,12,3,7,1,23,3,9,0,2,0,7,672,15,14.94,16,2026-04-09,0,2,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,9,1.25,46,0.0,38,0.0,44,0,32,0,30,0,38,8,8,0,2,0,7,672,15,,,,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,10,6.67,11,55.56,9,66.67,14,1,20,4,2,1,23,3,9,0,2,0,7,667,4,15.06,30,2026-04-12,0,0,0,1,0,0,2026-04-14
2026-06-14,2026-04-09,06,11,6.3,15,60.0,7,70.0,10,1,20,5,1,1,23,3,10,0,2,0,7,672,15,14.86,4,2026-04-13,0,0,1,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,12,2.29,42,0.0,38,14.29,40,0,32,0,30,1,23,6,7,0,2,0,7,676,42,15.29,39,2026-04-09,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,13,6.6,12,40.0,19,70.0,10,3,8,1,25,3,4,3,10,0,2,0,7,667,4,14.89,9,2026-04-12,1,2,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,14,2.14,43,0.0,38,0.0,44,0,32,0,30,0,38,7,7,0,2,0,7,671,13,15.3,40,2026-04-09,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,15,7.0,7,50.0,11,83.33,3,2,12,4,2,4,2,2,12,0,2,0,7,675,36,14.99,20,2026-04-13,0,2,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,16,3.55,36,27.27,24,27.27,34,0,32,3,7,0,38,8,11,0,2,0,7,673,20,15.11,33,2026-04-12,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,17,4.78,25,44.44,17,44.44,25,0,32,4,2,0,38,5,9,0,2,0,7,674,24,15.13,34,2026-04-12,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,18,5.56,21,33.33,22,55.56,20,2,12,1,25,2,9,4,9,0,2,0,7,677,44,15.0,22,2026-04-13,0,1,1,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,19,4.44,27,22.22,27,33.33,30,0,32,2,13,1,23,6,9,0,2,0,7,674,24,15.08,31,2026-04-14,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,20,5.44,23,22.22,27,66.67,14,0,32,2,13,4,2,3,9,0,2,0,7,675,36,15.04,27,2026-04-09,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,21,4.33,29,22.22,27,44.44,25,0,32,2,13,2,9,5,9,0,2,0,7,675,36,15.08,31,2026-04-09,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,22,8.0,1,70.0,2,90.0,2,4,4,3,7,2,9,1,10,0,2,1,1,669,8,14.88,7,2026-04-13,0,2,0,0,0,2,2026-04-14
2026-06-14,2026-04-09,06,23,3.44,37,0.0,38,22.22,35,0,32,0,30,2,9,7,9,0,2,0,7,675,36,15.36,43,2026-04-11,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,24,6.6,12,50.0,11,70.0,10,3,8,2,13,2,9,3,10,0,2,1,1,673,20,14.86,4,2026-04-13,0,2,1,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,25,5.7,18,40.0,19,50.0,23,2,12,2,13,1,23,5,10,0,2,0,7,676,42,15.0,22,2026-04-13,0,2,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,26,6.5,14,50.0,11,66.67,14,4,4,2,13,2,9,4,12,0,2,0,7,670,11,14.84,3,2026-04-12,0,3,0,0,0,1,2026-04-14
2026-06-14,2026-04-09,06,27,3.86,32,0.0,38,42.86,27,0,32,0,30,3,4,4,7,0,2,0,7,675,36,15.23,36,2026-04-13,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,28,3.14,38,14.29,31,28.57,33,1,20,0,30,1,23,5,7,0,2,0,7,675,36,15.15,35,2026-04-10,0,0,0,1,0,0,2026-04-14
2026-06-14,2026-04-09,06,29,3.11,39,0.0,38,22.22,35,0,32,0,30,2,9,7,9,0,2,0,7,679,46,15.24,37,2026-04-12,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,30,3.67,34,11.11,33,22.22,35,1,20,0,30,1,23,7,9,0,2,0,7,674,24,15.0,22,2026-04-12,0,1,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,31,2.14,43,0.0,38,14.29,40,0,32,0,30,1,23,6,7,0,2,0,7,674,24,15.32,42,2026-04-13,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,32,6.09,17,45.45,15,54.55,22,3,8,2,13,1,23,5,11,0,2,0,7,667,4,14.92,14,2026-04-13,0,2,0,1,0,0,2026-04-14
2026-06-14,2026-04-09,06,33,3.0,40,12.5,32,12.5,42,0,32,1,25,0,38,7,8,0,2,0,7,671,13,15.26,38,2026-04-10,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,34,6.73,10,36.36,21,90.91,1,2,12,2,13,6,1,1,11,0,2,1,1,668,7,14.87,6,2026-04-12,0,1,0,0,1,0,2026-04-14
2026-06-14,2026-04-09,06,35,3.78,33,11.11,33,33.33,30,1,20,0,30,2,9,6,9,0,2,0,7,678,45,15.31,41,2026-04-11,0,1,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,36,7.42,4,66.67,4,83.33,3,4,4,4,2,2,9,2,12,0,2,0,7,670,11,14.75,1,2026-04-13,1,2,0,0,0,1,2026-04-14
2026-06-14,2026-04-09,06,37,5.56,21,44.44,17,55.56,20,1,20,3,7,1,23,4,9,0,2,0,7,673,20,14.99,20,2026-04-13,0,1,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,38,5.64,20,45.45,15,63.64,19,2,12,3,7,2,9,4,11,0,2,0,7,673,20,14.89,9,2026-04-12,0,2,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,39,3.56,35,11.11,33,33.33,30,1,20,0,30,2,9,6,9,0,2,0,7,674,24,14.96,17,2026-04-13,0,0,1,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,40,5.13,24,25.0,25,50.0,23,2,12,0,30,2,9,4,8,0,2,0,7,674,24,14.89,9,2026-04-12,1,0,0,0,1,0,2026-04-14
2026-06-14,2026-04-09,06,41,1.44,45,0.0,38,0.0,44,0,32,0,30,0,38,9,9,0,2,0,7,674,24,15.63,45,2026-04-14,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,43,2.44,41,0.0,38,11.11,43,0,32,0,30,1,23,8,9,0,2,0,7,674,24,15.44,44,2026-04-10,0,0,0,0,0,0,2026-04-14
2026-06-14,2026-04-09,06,44,4.5,26,10.0,37,40.0,28,1,20,0,30,3,4,6,10,0,2,0,7,669,8,15.05,29,2026-04-11,0,0,0,1,0,0,2026-04-14
2026-06-14,2026-04-09,06,45,7.82,3,63.64,5,81.82,5,5,2,2,13,2,9,2,11,0,2,0,7,674,24,14.92,14,2026-04-09,2,2,0,0,0,1,2026-04-14
