登録番号,重み付き和,重み付き二乗和,重み計,基準日
5182,3.2996315928,0.6290833292,21.3108691985,2026-09-15
5183,3.5923507081,0.6147614848,23.5183419128,2026-09-15
5184,0.8725480629,0.1693056531,4.968806506,2026-09-15
5185,2.1377483259,0.3693825469,14.2307601847,2026-09-15
5186,4.162254973,0.7966995316,25.3374469609,2026-09-15
5187,3.681162422,0.87117989,18.0464921333,2026-09-15
5188,4.6648082228,0.8343928797,32.335333565,2026-09-15
5189,6.2461924847,1.4976355567,31.820110813,2026-09-15
5190,3.1129987171,0.6420623584,17.872955304,2026-09-15
5191,3.7499438831,0.5597973095,33.1092013546,2026-09-15
5192,0.8695497723,0.2273092394,3.8814270496,2026-09-15
5193,4.5289705726,0.8418942874,28.371692306,2026-09-15
5194,3.8771608622,0.7531950716,23.8550037868,2026-09-15
5195,3.4275628307,0.5624506551,24.9432586639,2026-09-15
5196,5.3343679841,1.2890948254,24.4891400152,2026-09-15
5197,2.8410689214,0.5314565043,18.6707759917,2026-09-15
5198,3.1993983646,0.62231309,19.23173976,2026-09-15
5199,3.2694353169,0.4909149842,25.9139650813,2026-09-15
5200,2.5313069351,0.6209362133,11.9447364021,2026-09-15
5201,3.7064330011,0.7297458498,21.78725552,2026-09-15
5203,3.0761345897,0.4771761645,21.9390886599,2026-09-15
5204,4.1779144413,0.8217382474,26.0483149103,2026-09-15
5205,3.0959398212,0.6238208929,18.734450165,2026-09-15
5206,2.5000102212,0.4366803328,16.6916558007,2026-09-15
5207,3.4677469548,0.7133660826,19.1144583716,2026-09-15
5208,4.2888505164,0.8820566848,23.3838405734,2026-09-15
5209,4.6656790925,0.9742315869,25.715138996,2026-09-15
5210,4.0309819393,0.6353838235,29.3538802161,2026-09-15
5211,2.6153388108,0.4708244273,17.6275100021,2026-09-15
5212,4.3314497146,0.6374573117,35.5605555721,2026-09-15
5213,4.7047456812,0.9224061705,25.9287896281,2026-09-15
5214,4.2553204366,0.8710591274,24.6857535953,2026-09-15
5216,5.8554816947,1.0660847608,37.6896499671,2026-09-15
5217,5.1231398462,1.1174934381,26.6940865359,2026-09-15
5218,3.0672472915,0.6071354143,17.4171030644,2026-09-15
5219,5.1970926978,0.9572985232,34.1718368063,2026-09-15
5220,3.1185515482,0.4461373319,29.077118156,2026-09-15
5221,4.3200700469,0.6898639098,30.6388203351,2026-09-15
5222,6.125528075,1.1583989907,36.8799330453,2026-09-15
5223,4.6815303539,0.8401773871,30.5051952526,2026-09-15
5224,4.1673210216,0.6789682184,29.7935191638,2026-09-15
5226,4.3570413761,0.8212252144,27.8553539122,2026-09-15
5227,2.3698221263,0.4988841344,14.3263866892,2026-09-15
5228,4.9987273311,0.9323637775,31.5724100307,2026-09-15
5229,3.6529519879,0.6854765348,21.750094519,2026-09-15
5230,5.5374594931,1.3471879353,27.4630696362,2026-09-15
5231,2.317123208,0.423157453,14.7061248291,2026-09-15
5232,4.3927060404,0.8245136179,28.9428900993,2026-09-15
5234,5.3831738517,0.88106701,38.5488401799,2026-09-15
5235,3.971062238,0.9721429915,20.9047500178,2026-09-15
5236,4.0991257823,0.7340278065,27.101063316,2026-09-15
5237,2.9896370481,0.5652159049,17.871829115,2026-09-15
5238,4.3449870906,0.7874444873,27.4553584698,2026-09-15
5239,3.3389175283,0.6177801598,22.4434277037,2026-09-15
5240,3.8430911773,0.9571182837,20.8416522509,2026-09-15
5241,3.2851016348,0.6560882994,20.2062453404,2026-09-15
5242,3.2690390752,0.8948206846,16.3291843036,2026-09-15
5243,3.8777774503,0.6583340923,25.6591487846,2026-09-15
5244,3.2126800209,0.5885814869,21.6441015101,2026-09-15
5245,2.9176694007,0.5267068863,18.9630766043,2026-09-15
5246,4.3558040214,0.8950683969,26.7050352318,2026-09-15
5247,3.6735538342,0.656097478,23.7723693879,2026-09-15
5248,5.0836724538,1.0748306877,29.797297646,2026-09-15
5249,3.4330193332,0.6041622561,23.9823046621,2026-09-15
5250,3.3816989313,0.715050968,19.2500817658,2026-09-15
5251,2.0045309486,0.4621245904,11.4426163886,2026-09-15
5252,3.8045073535,0.5633661054,30.7457719807,2026-09-15
5253,5.4038140082,1.3465808996,24.867466064,2026-09-15
5254,4.441305548,1.2107915482,18.209805201,2026-09-15
5255,5.2959090401,1.1230432832,28.3546765283,2026-09-15
5256,3.5154394598,0.5255536422,26.7545310158,2026-09-15
5257,5.3908047468,0.9094815678,36.5093705293,2026-09-15
5258,3.2228363853,0.700904038,18.2766521466,2026-09-15
5259,3.1217546665,0.6271561086,19.3907500465,2026-09-15
5261,3.8129678183,0.7020008698,24.6839244018,2026-09-15
5262,3.7168561601,0.961649655,17.8337392614,2026-09-15
5263,4.5172051296,0.8739567463,27.4890479248,2026-09-15
5264,4.3207709333,0.9063744252,23.6780722712,2026-09-15
5265,4.5780874784,0.8346828172,28.5437839375,2026-09-15
5266,2.7165481278,0.4757253861,18.9819349585,2026-09-15
5267,4.3537573757,0.6920178927,31.6617219052,2026-09-15
5268,4.3752436647,1.0076424886,24.7021820241,2026-09-15
5269,3.9722206355,0.5757171809,34.2056367195,2026-09-15
5270,3.3780160298,0.7471668583,18.2083997514,2026-09-15
5271,3.6618722383,0.6476627531,25.0261992363,2026-09-15
5272,4.3640186308,0.8776220545,24.5728911606,2026-09-15
5273,4.2028122258,0.9377290107,21.5098512997,2026-09-15
5274,0.5661276621,0.1073287504,3.7107809104,2026-09-15
5275,3.4753001926,0.5510670396,27.2173705123,2026-09-15
5276,3.5620159419,0.6093805026,25.2380295974,2026-09-15
5277,3.5772273246,0.6193962436,24.9883334494,2026-09-15
5278,3.1951173821,0.5967003444,20.6774373389,2026-09-15
5279,4.4785655443,0.821246129,33.1320334644,2026-09-15
5280,5.2265443788,0.8654452372,38.4961512564,2026-09-15
5281,2.719374835,0.48438805,18.4837163703,2026-09-15
5282,3.9121173068,0.7026787185,28.2439157966,2026-09-15
5283,2.0642760238,0.5533313866,9.3928555301,2026-09-15
5284,3.8710505149,0.6867577364,24.5257027574,2026-09-15
5285,4.4939675787,0.9439205443,24.7083675531,2026-09-15
5286,4.108561574,0.7122238562,28.5923199601,2026-09-15
5287,2.3440133524,0.4895735469,13.3555891072,2026-09-15
5288,3.3174290739,0.5468586991,27.4338966606,2026-09-15
5289,4.0824611777,0.6912777628,30.6844309159,2026-09-15
5290,2.135293216,0.3742256702,13.7875095038,2026-09-15
5291,6.1201254828,1.5050233993,27.4661192654,2026-09-15
5292,4.206653439,0.8973189101,25.2684831639,2026-09-15
5293,3.1418807335,0.5798929594,19.8816190311,2026-09-15
5294,3.5993938419,0.618913876,24.5093832251,2026-09-15
5295,1.0461197544,0.2611991576,5.1550255198,2026-09-15
5296,2.1684011011,0.4053631013,13.9168470234,2026-09-15
5297,4.2911583186,0.8921239115,23.4548059171,2026-09-15
5298,4.1541878748,0.6240649066,32.027530957,2026-09-15
5299,3.7247287324,0.513935903,33.6711584974,2026-09-15
5300,1.7686293995,0.3428912169,10.9263100032,2026-09-15
5301,4.4491458306,0.7414115095,30.3487781709,2026-09-15
5302,1.8505627413,0.3519241846,11.4347933979,2026-09-15
5303,4.6656346042,0.8109764169,32.6004479457,2026-09-15
5304,1.4100017855,0.3644482341,6.9147445385,2026-09-15
5305,1.3821058082,0.2903572687,8.344156513,2026-09-15
5306,0.6663327779,0.1432376545,3.6523964961,2026-09-15
5307,4.5535423353,0.9988210897,26.4072874764,2026-09-15
5308,5.3266641581,1.0986956652,31.6635279321,2026-09-15
5309,2.2075825838,0.408938782,14.1711096489,2026-09-15
5310,4.6354816775,1.30617155,21.6181304389,2026-09-15
5311,4.8093727202,0.9236350254,31.0535200407,2026-09-15
5312,3.4176058026,0.7658444054,18.519710056,2026-09-15
5313,2.8425170017,0.531431039,17.641310517,2026-09-15
5314,3.9820046194,0.7914581519,24.3336408643,2026-09-15
5315,3.8375406622,0.7888255557,24.1244350628,2026-09-15
5316,4.3950333992,0.7550859477,28.758209562,2026-09-15
5317,4.379234296,0.8368217945,27.9715875776,2026-09-15
5318,2.1591085595,0.441141086,12.2822851031,2026-09-15
5319,0.529526278,0.1100650784,3.1143511069,2026-09-15
5320,3.6218627949,0.6452922015,23.800947808,2026-09-15
5321,4.5755180354,1.0166746114,23.3850026633,2026-09-15
5322,3.5937955727,0.659967532,24.6033079354,2026-09-15
5323,2.9068555368,0.4930851168,21.792355989,2026-09-15
5324,4.6834252663,1.0300425125,23.5220729446,2026-09-15
5325,3.3841639735,0.5745743512,22.8648310861,2026-09-15
5326,4.6959463289,0.8635513376,29.8358882277,2026-09-15
5327,2.9758779077,0.674524236,15.7216899806,2026-09-15
5328,4.0603407642,0.6910830136,27.5575885518,2026-09-15
5329,4.0505824552,0.8043228338,24.0272203691,2026-09-15
5330,4.2762078994,0.7785377092,29.9087151865,2026-09-15
5331,3.3024397948,0.6176721843,23.6633374461,2026-09-15
5332,3.5522090515,0.6790002814,20.9200703053,2026-09-15
5333,2.8889939464,0.6341780821,15.0254947982,2026-09-15
5334,4.2073687544,1.0595622943,18.8593514773,2026-09-15
5335,4.3335316342,0.874644535,25.6180103758,2026-09-15
5336,2.1643364287,0.4361519454,12.190725799,2026-09-15
5337,4.0416365718,0.823143759,23.574386284,2026-09-15
5338,3.2986960477,0.5914737518,25.7724278028,2026-09-15
5339,3.2793038132,0.6037722976,20.5066603571,2026-09-15
5340,4.0026637642,0.8148249585,25.3815830111,2026-09-15
5341,2.7627812961,0.6902722422,13.9946890915,2026-09-15
5342,4.6357636695,0.9948103801,24.5054549219,2026-09-15
5343,4.2188394243,0.8040610731,27.0811371137,2026-09-15
5344,2.8212548801,0.4322203387,22.6521922092,2026-09-15
5345,3.9180380201,0.7766699784,23.8901539146,2026-09-15
5346,4.5982008711,1.0481991699,24.9701848759,2026-09-15
5347,3.8618701199,0.931957463,19.4654184823,2026-09-15
5348,3.5277075917,0.5760797855,25.7341623737,2026-09-15
5349,3.78895273,0.8401468663,18.7301145202,2026-09-15
5350,3.5515452432,0.7039735771,21.4295568818,2026-09-15
5351,3.8147555643,0.7138349463,24.7989002685,2026-09-15
5352,3.706989569,0.7229565766,22.5557426441,2026-09-15
5353,4.3774785876,1.004241329,22.4062995263,2026-09-15
5354,5.0190037232,1.0069557103,32.7234849638,2026-09-15
5355,4.4031434928,0.9912805946,23.3916573762,2026-09-15
5356,4.2431955547,0.8678631472,24.3475735104,2026-09-15
5357,3.524719193,0.788787193,21.9919614523,2026-09-15
5358,5.9096140513,1.4731268293,26.5309089841,2026-09-15
5359,2.1737616696,0.4042752925,14.84714783,2026-09-15
5360,3.1360198221,0.6718125667,16.2689721532,2026-09-15
5361,4.6070954991,1.0801855765,23.2393861716,2026-09-15
5362,2.296734599,0.5027267031,11.6660405123,2026-09-15
5363,0.1899336477,0.0712809336,0.779868532,2026-09-15
5364,4.0428663306,0.7238757788,27.0671407365,2026-09-15
5365,5.0569787887,1.3295494955,22.9778692274,2026-09-15
5366,3.1661036211,0.7790022883,16.4614923078,2026-09-15
5367,2.6278270187,0.5651916734,13.7743263129,2026-09-15
5368,3.2617846416,0.5815999756,24.2062451674,2026-09-15
5369,4.2306124648,0.8315242819,27.8755744322,2026-09-15
5370,3.5964843088,0.7794817344,20.2466265167,2026-09-15
5371,3.4889999571,0.8537766411,18.8114945568,2026-09-15
5372,3.4343420368,0.9288706456,19.5547844503,2026-09-15
5373,4.3305723138,1.2963559184,21.8375945719,2026-09-15
5374,2.6884172661,0.4833090849,20.9511541349,2026-09-15
5375,4.3030381368,0.8652916315,25.2647979352,2026-09-15
5376,5.1234503998,0.9654104766,32.2866382191,2026-09-15
5377,2.9270902626,0.5139075516,19.0728147162,2026-09-15
5378,3.6974410734,0.8798039203,18.4343802896,2026-09-15
5379,3.3683775345,0.7313372888,22.2958738629,2026-09-15
5380,6.7102735353,1.8723865895,25.6869801207,2026-09-15
5381,3.2057306094,0.6662034818,18.881315449,2026-09-15
5382,5.391994554,1.137440105,28.9614703067,2026-09-15
5383,3.8088324865,0.6668314515,27.969817694,2026-09-15
5384,4.7454649842,1.184974689,22.6861952528,2026-09-15
5385,2.7151761782,0.4644065631,19.9401639706,2026-09-15
5386,3.6090859685,0.611132423,26.0212160984,2026-09-15
5387,1.9816401981,0.5144838261,8.8562942108,2026-09-15
5388,4.7454477859,1.2676817611,19.6251367514,2026-09-15
5389,4.50345618,0.8924100167,27.0739364905,2026-09-15
5390,2.6758491148,0.5251652773,16.4553004946,2026-09-15
5391,3.2919464815,0.6708938723,19.4628726623,2026-09-15
5392,3.2856139057,0.6792475507,21.2160511714,2026-09-15
5393,3.0501606036,0.7444878907,16.2737018815,2026-09-15
5394,4.5000727495,0.9256484242,25.1302898051,2026-09-15
5395,2.8879618078,0.5983856955,17.7327742925,2026-09-15
5396,4.1334401194,0.8956781944,21.7421505856,2026-09-15
5397,2.384337356,0.4725972355,14.8214086058,2026-09-15
5398,3.7856667014,0.8468070347,20.5764396221,2026-09-15
5399,1.9333479769,0.4436810463,9.3708484315,2026-09-15
5400,3.1638159473,0.5547736116,20.6025470682,2026-09-15
5401,0.2017403859,0.053947626,0.8180880407,2026-09-15
5402,1.8699019685,0.4796935597,8.6861960982,2026-09-15
5403,1.8332722822,0.3414846896,10.9997707711,2026-09-15
5404,4.8756894199,0.9524096028,27.8995811877,2026-09-15
5405,3.9022411743,0.8217373695,21.5829193049,2026-09-15
5406,2.6446546604,0.5630432299,15.3384213618,2026-09-15
5407,3.6259305683,0.9923202342,18.3072608075,2026-09-15
5408,0.0160566025,0.0037101989,0.0808344748,2026-09-15
5409,2.0958748,0.3841046155,16.0778405599,2026-09-15
5410,2.3800177431,0.4480511804,13.9889913913,2026-09-15
5411,2.583996968,0.4926380516,17.1406446969,2026-09-15
5412,3.0091970222,0.6869237762,17.5544415497,2026-09-15
5413,1.9169745882,0.4054322319,13.4217650338,2026-09-15
5415,2.3993864614,0.7539717214,9.6018271659,2026-09-15
5416,2.6605142013,0.4149523058,21.132471891,2026-09-15
5417,3.3904057278,0.7790910306,17.8681018618,2026-09-15
5418,2.9763708678,0.8447564177,13.5159017754,2026-09-15
5419,4.1000937006,1.0323327304,19.1794202186,2026-09-15
5420,2.0844859303,0.3723703118,15.1119482927,2026-09-15
5421,3.996111435,1.0573279496,17.5856699643,2026-09-15
5422,1.4201923066,0.2880389571,7.8788851698,2026-09-15
5423,3.7719200607,1.047696828,17.1752639621,2026-09-15
5424,2.5646250588,0.5726151818,13.5200269777,2026-09-15
5425,2.97821559,0.7252516344,15.6261668964,2026-09-15
5426,2.9894771278,0.7085466362,15.9957986073,2026-09-15
5427,5.120222842,1.1036771765,26.3104218645,2026-09-15
5428,2.2557196714,0.5773679859,10.5940024453,2026-09-15
5429,3.68831941,0.8702468242,19.1368080367,2026-09-15
5430,2.3506165958,0.4493939414,16.3261325989,2026-09-15
5431,1.1606476777,0.2692185679,5.9581386043,2026-09-15
5432,2.9774636461,0.4929396638,23.4642524427,2026-09-15
5433,3.7945102782,0.873359211,19.4755745377,2026-09-15
5434,3.9834156044,0.7341795676,24.9540548757,2026-09-15
5435,2.9687173825,0.7751286343,13.2061156482,2026-09-15
5436,4.8877768139,1.2296691784,24.0695130735,2026-09-15
5437,2.5076974341,0.7411748382,10.0196380521,2026-09-15
5438,2.6671408599,0.4697662608,17.8751194139,2026-09-15
5439,4.8540576059,1.257176612,22.5552098755,2026-09-15
5440,3.4207760435,0.748954606,18.3175456101,2026-09-15
5441,2.8931764791,0.5870278587,15.282322653,2026-09-15
5442,3.2770644809,0.9036945354,15.46791317,2026-09-15
5443,3.0337337452,0.8443975801,13.2787365406,2026-09-15
5444,2.6771987247,0.721021407,11.4196691879,2026-09-15
5445,1.8541866638,0.3343648201,13.2910523815,2026-09-15
5446,2.3228640687,0.5791976825,10.777593745,2026-09-15
5447,3.3613563748,0.9288746002,18.6589073496,2026-09-15
5448,3.4954664676,0.8290773795,17.933584565,2026-09-15
5449,2.3041804669,0.5107162213,13.6460048284,2026-09-15
5450,3.3304257416,0.7864352259,17.0362123634,2026-09-15
5451,2.8936743598,0.9023090045,10.5838461565,2026-09-15
5452,2.6354036124,0.5508443605,14.989913346,2026-09-15
5453,2.1275699185,0.4148518832,14.3915461681,2026-09-15
5454,3.932953015,0.928287804,18.5165367804,2026-09-15
5455,4.1157538971,1.0947523186,21.892398626,2026-09-15
5456,1.9691470339,0.353151036,13.8553322375,2026-09-15
5457,4.4675719397,1.0488381836,22.6671049955,2026-09-15
5458,2.8495921451,0.7068464227,14.7298450523,2026-09-15
5459,2.786351761,0.6350159278,15.4630217765,2026-09-15
5460,3.8586353743,0.7580751111,22.4989126066,2026-09-15
5461,1.832208433,0.3933490307,10.986495687,2026-09-15
5462,2.2818704957,0.5257620274,11.7862713943,2026-09-15
5463,4.2219937072,1.0035770546,20.7667642611,2026-09-15
5464,3.2130965526,0.7989594786,15.8784126044,2026-09-15
5465,2.7043650018,0.7127375638,12.3006998877,2026-09-15
5466,2.0762592394,0.4348452611,11.7329518142,2026-09-15
5467,2.9192870369,0.6752365726,15.2456677948,2026-09-15
5468,4.0493299451,0.9717744469,20.4733625422,2026-09-15
5469,3.9716341548,1.0026863694,19.3534196122,2026-09-15
5470,3.5647516191,0.9683108184,15.6858265798,2026-09-15
5471,2.8266930285,0.5681330607,19.4339612314,2026-09-15
5472,3.3705320873,0.9715762904,13.0455019062,2026-09-15
