date,stadium,race_round,title,race_code,tansho,fukusho,wakren,fuku2,santan,sanfuku,santan_yosoku,sanfuku_yosoku,rentan,renfuku,rentan_yosoku,renfuku_yosoku,wide,wide_yosoku,trio,trio_yosoku,tiomate,r1_number,r1_name,r1_weight,r1_result,r1_time,r1_difference,r2_number,r2_name,r2_weight,r2_result,r2_time,r2_difference,r3_number,r3_name,r3_weight,r3_result,r3_time,r3_difference,r4_number,r4_name,r4_weight,r4_result,r4_time,r4_difference,r5_number,r5_name,r5_weight,r5_result,r5_time,r5_difference,r6_number,r6_name,r6_weight,r6_result,r6_time,r6_difference
2025-12-29,大村,08R,予選　　　　                 H1800m  晴　  風  北西　 1m  波　  1cm,138,,,,,,,,,,,,,,,,,,1,吉 村 誠,40.0,1,,,6,杉 田 篤 光,18.0,2,,,5,深 谷 知 博,9.0,3,,,4,鈴 木 柊 介,3.0,4,,,2,深 尾 巴 恵 32,53.0,5,,,,,,,,
2025-12-29,大村,09R,予選　　　　                 H1800m  晴　  風  北西　 1m  波　  1cm,139,,,,,,,,,,,,,,,,,,1,伊 藤 将 吉,34.0,1,,,5,星 栄 爾,30.0,2,,,6,池 田 雄 一,39.0,3,,,3,堤 昇,11.0,4,,,2,大 橋 純一郎 13,49.0,5,,,4,宮 崎 奏 磨 36,46.0,6,,
2025-12-29,大村,10R,R       ブレイクタイ                 H1800m  晴　  風  北西　 1m  波　  1cm,1310,,,,,,,,,,,,,,,,,,1,横 澤 剛 治,6.0,1,,,3,齋 藤 達 希,27.0,2,,,4,河 合 佑 樹,12.0,3,,,2,柴 田 百 恵,55.0,4,,,5,渡 邊 裕 貴 56,12.0,5,,,6,服 部 剛 41,18.0,6,,
2025-12-29,大村,11R,R       静岡放送特選                 H1800m  晴　  風  北西　 1m  波　  1cm,1311,,,,,,,,,,,,,,,,,,1,板 橋 侑 我,66.0,1,,,3,坪 井 康 晴,7.0,2,,,2,山 口 晃 朋,43.0,3,,,4,大 場 敏,24.0,4,,,6,山 田 雄 太 44,57.0,5,,,5,木 村 紗友希 49,15.0,6,,
2025-12-29,大村,12R,R       静岡新聞社Ｄ                 H1800m  晴　  風  北西　 1m  波　  1cm,1312,,,,,,,,,,,,,,,,,,1,深 谷 知 博,9.0,1,,,3,徳 増 秀 樹,60.0,2,,,4,若 林 義 人,48.0,3,,,2,服 部 幸 男,28.0,4,,,6,佐々木 康 幸 19,30.0,5,,,5,松 下 一 也 65,66.0,6,,
2025-12-29,大村,01R,予選　　　　                 H1800m  晴　  風  東　　 1m  波　  2cm,131,,,,,,,,,,,,,,,,,,2,安 藤 裕 貴,20.0,1,,,1,藤 本 元 輝,61.0,2,,,6,滝 沢 崚,28.0,3,,,4,豊 田 祥 生,44.0,4,,,,,,,,,,,,,,
2025-12-29,大村,02R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,132,,,,,,,,,,,,,,,,,,1,金 子 龍 斗,48.0,1,,,5,河 内 一 馬,55.0,2,,,3,渡 邉 睦 広,53.0,3,,,6,明 石 正 之,22.0,4,,,2,野長瀬 正 孝 31,80.0,5,,,4,樋 口 範 政 60,39.0,6,,
2025-12-29,大村,03R,予選　　　　                 H1800m  晴　  風  東　　 1m  波　  2cm,133,,,,,,,,,,,,,,,,,,1,谷 本 幸 司,26.0,1,,,5,鳥居塚 嶺 王,27.0,2,,,2,吉 田 宗 弘,62.0,3,,,4,栗 原 直 也,29.0,4,,,3,飛 田 江 己 12,37.0,5,,,6,國 分 将太郎 47,69.0,6,,
2025-12-29,大村,04R,予選　　　　                 H1800m  晴　  風  東　　 2m  波　  2cm,134,,,,,,,,,,,,,,,,,,2,塩 崎 優 司,67.0,1,,,3,伊久間 陽 優,71.0,2,,,1,深 水 慎一郎,49.0,3,,,4,森 作 雄 大,63.0,4,,,6,三 浦 洋次朗 39,46.0,5,,,5,石 川 哲 秀 43,54.0,6,,
2025-12-29,大村,05R,予選　　　　                 H1800m  晴　  風  東　　 2m  波　  2cm,135,,,,,,,,,,,,,,,,,,2,香 川 颯 太,52.0,1,,,4,楠 将太郎,46.0,2,,,1,山 本 兼 士,59.0,3,,,3,門 間 雄 大,64.0,4,,,5,武 田 正 紀 72,58.0,5,,,6,藤 井 太 雅 56,48.0,6,,
2025-12-29,大村,06R,予選　　　　                 H1800m  晴　  風  北　　 1m  波　  2cm,136,,,,,,,,,,,,,,,,,,1,早 川 尚 人,21.0,1,,,3,吉 川 元 浩,40.0,2,,,2,佐 藤 隆太郎,36.0,3,,,6,渡 邉 睦 広,53.0,4,,,4,相 馬 翔 19,83.0,5,,,5,安 藤 裕 貴 20,28.0,6,,
2025-12-29,大村,07R,予選　　　　                 H1800m  晴　  風  東　　 1m  波　  2cm,137,,,,,,,,,,,,,,,,,,2,毒 島 誠,66.0,1,,,1,小 黒 竜 吾,13.0,2,,,6,西 田 靖,50.0,3,,,3,明 石 正 之,22.0,4,,,5,飯 島 昌 弘 37,51.0,5,,,4,鳥居塚 嶺 王 27,60.0,6,,
2025-12-29,大村,08R,予選　　　　                 H1800m  晴　  風  南西　 1m  波　  2cm,138,,,,,,,,,,,,,,,,,,1,野長瀬 正 孝,31.0,1,,,3,是 澤 孝 宏,42.0,2,,,4,深 水 慎一郎,49.0,3,,,5,藤 本 元 輝,61.0,4,,,2,國 分 将太郎 47,69.0,5,,,6,尾 道 佳 諭 16,73.0,6,,
2025-12-29,大村,09R,予選特賞　　                 H1800m  晴　  風  南東　 2m  波　  2cm,139,,,,,,,,,,,,,,,,,,3,赤 羽 克 也,70.0,1,,,4,谷 本 幸 司,26.0,2,,,1,久 田 敏 之,11.0,3,,,6,森 作 雄 大,63.0,4,,,5,滝 沢 崚 28,81.0,5,,,2,河 内 一 馬 55,85.0,6,,
2025-12-29,大村,10R,R       予選特賞　　                 H1800m  晴　  風  南　　 1m  波　  2cm,1310,,,,,,,,,,,,,,,,,,1,吉 川 元 浩,40.0,1,,,5,渡 辺 豊,24.0,2,,,2,樋 口 範 政,60.0,3,,,3,三 浦 洋次朗,39.0,4,,,4,阿 波 勝 哉 35,44.0,5,,,6,武 田 正 紀 72,58.0,6,,
2025-12-29,大村,11R,R       予選特選　　                 H1800m  晴　  風  南　　 1m  波　  1cm,1311,,,,,,,,,,,,,,,,,,2,飯 島 昌 弘,37.0,1,,,1,佐 藤 隆太郎,36.0,2,,,3,楠 将太郎,46.0,3,,,5,塩 崎 優 司,67.0,4,,,6,吉 田 宗 弘 62,55.0,5,,,4,照 屋 厚 仁 58,78.0,6,,
2025-12-29,大村,12R,R       記者選抜戦　                 H1800m  晴　  風  南　　 1m  波　  1cm,1312,,,,,,,,,,,,,,,,,,1,毒 島 誠,66.0,1,,,4,門 間 雄 大,64.0,2,,,3,金 子 龍 斗,48.0,3,,,2,飛 田 江 己,12.0,4,,,5,相 馬 翔 19,83.0,5,,,6,是 澤 孝 宏 42,41.0,6,,
2025-12-29,大村,01R,予選　　　　                 H1800m  晴　  風  東　　 1m  波　  3cm,131,,,,,,,,,,,,,,,,,,6,港 理 樹,75.0,1,,,2,藤 生 雄 人,24.0,2,,,4,今 坂 晃 広,57.0,3,,,3,木 村 亮 太,69.0,4,,,1,丹 下 健 45,38.0,5,,,5,小 澤 和 也 70,28.0,6,,
2025-12-29,大村,02R,予選　　　　                 H1800m  晴　  風  東　　 1m  波　  3cm,132,,,,,,,,,,,,,,,,,,2,長 畑 友 輔,36.0,1,,,1,河 野 主 樹,56.0,2,,,3,盛 本 真 輔,28.0,3,,,4,山 本 隆 幸,53.0,4,,,5,佐 口 達 也 74,58.0,5,,,6,真 田 聖 也 55,40.0,6,,
2025-12-29,大村,03R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  3cm,133,,,,,,,,,,,,,,,,,,2,佐 藤 世 那,22.0,1,,,4,北 中 元 樹,18.0,2,,,3,福 来 剛,10.0,3,,,6,櫻 井 隼,35.0,4,,,5,中 村 裕 将 73,37.0,5,,,1,森 智 也 58,55.0,6,,
2025-12-29,大村,04R,予選　　　　                 H1800m  晴　  風  北　　 1m  波　  3cm,134,,,,,,,,,,,,,,,,,,1,鈴 木 孝 明,11.0,1,,,5,金 子 拓 矢,67.0,2,,,4,伊 藤 雄 二,39.0,3,,,2,川 島 圭 司,23.0,4,,,3,佐 藤 永 梧 51,63.0,5,,,6,木 下 虎之輔 13,45.0,6,,
2025-12-29,大村,05R,東京ベイラン                 H1800m  晴　  風  南東　 1m  波　  3cm,135,,,,,,,,,,,,,,,,,,1,椎 名 豊,37.0,1,,,2,川 尻 泰 輔,49.0,2,,,6,市 川 美 宏,40.0,3,,,4,滝 沢 芳 行,72.0,4,,,5,藤 井 徹 19,54.0,5,,,,,,,,
2025-12-29,大村,06R,予選　　　　                 H1800m  晴　  風  南　　 2m  波　  3cm,136,,,,,,,,,,,,,,,,,,2,入 澤 友 治,47.0,1,,,1,盛 本 真 輔,28.0,2,,,4,丹 下 健,45.0,3,,,3,関 口 智 久,59.0,4,,,5,松 山 将 吾 65,44.0,5,,,6,土 屋 太 朗 64,19.0,6,,
2025-12-29,大村,07R,予選　　　　                 H1800m  晴　  風  南　　 1m  波　  3cm,137,,,,,,,,,,,,,,,,,,2,中 野 希 一,48.0,1,,,3,広 瀬 聖 仁,12.0,2,,,5,港 理 樹,75.0,3,,,4,森 智 也,58.0,4,,,6,黄金井 力 良 46,43.0,5,,,1,佐 口 達 也 74,58.0,6,,
2025-12-29,大村,08R,ベイブレイク                 H1800m  晴　  風  南　　 2m  波　  3cm,138,,,,,,,,,,,,,,,,,,1,川 島 圭 司,23.0,1,,,4,渡 邉 雄 朗,27.0,2,,,3,荻 野 裕 介,17.0,3,,,2,今 坂 晃 広,57.0,4,,,5,真 田 聖 也 55,40.0,5,,,6,西 川 新太郎 21,39.0,6,,
2025-12-29,大村,09R,予選特賞　　                 H1800m  晴　  風  南　　 2m  波　  3cm,139,,,,,,,,,,,,,,,,,,1,中 村 将 隆,38.0,1,,,3,藤 生 雄 人,24.0,2,,,5,福 来 剛,10.0,3,,,4,川 尻 泰 輔,49.0,4,,,6,太 田 潮 16,33.0,5,,,2,鈴 木 孝 明 11,31.0,6,,
2025-12-29,大村,10R,R       予選特賞　　                 H1800m  晴　  風  南　　 1m  波　  3cm,1310,,,,,,,,,,,,,,,,,,1,金 子 拓 矢,67.0,1,,,2,滝 沢 芳 行,72.0,2,,,3,長 畑 友 輔,36.0,3,,,4,佐 藤 世 那,22.0,4,,,6,久 田 武 33,53.0,5,,,5,木 村 亮 太 69,23.0,6,,
2025-12-29,大村,11R,R       予選特選　　                 H1800m  晴　  風  無風　 0m  波　  3cm,1311,,,,,,,,,,,,,,,,,,1,山 本 隆 幸,53.0,1,,,3,入 澤 友 治,47.0,2,,,2,中 村 裕 将,73.0,3,,,6,小 澤 和 也,70.0,4,,,4,佐 藤 永 梧 51,63.0,5,,,5,椎 名 豊 37,52.0,6,,
2025-12-29,大村,12R,R       記者選抜　　                 H1800m  晴　  風  北　　 1m  波　  3cm,1312,,,,,,,,,,,,,,,,,,1,渡 邉 雄 朗,27.0,1,,,3,北 中 元 樹,18.0,2,,,6,伊 藤 雄 二,39.0,3,,,5,河 野 主 樹,56.0,4,,,2,平 岡 重 典 29,51.0,5,,,4,関 口 智 久 59,56.0,6,,
2025-12-29,大村,01R,一般　　　　                 H1800m  晴　  風  北西　 1m  波　  5cm,131,,,,,,,,,,,,,,,,,,2,横 井 健 太,51.0,1,,,5,高 山 弘 斗,36.0,2,,,1,吉 川 勇 作,61.0,3,,,3,関 根 彰 人,64.0,4,,,6,眞 鳥 康 太 45,69.0,5,,,4,早 川 颯 太 39,14.0,6,,
2025-12-29,大村,02R,一般　　　　                 H1800m  晴　  風  北　　 2m  波　  5cm,132,,,,,,,,,,,,,,,,,,2,坂 本 雄 紀,29.0,1,,,1,金 児 隆 太,60.0,2,,,6,福 西 広太郎,30.0,3,,,4,大 崎 翔,56.0,4,,,3,宇 土 泰 就 46,11.0,5,,,,,,,,
2025-12-29,大村,03R,一般　　　　                 H1800m  晴　  風  北西　 1m  波　  5cm,133,,,,,,,,,,,,,,,,,,6,野 間 大 樹,41.0,1,,,4,浜 本 裕 己,16.0,2,,,2,桑 島 和 宏,53.0,3,,,5,宮 崎 心之介,31.0,4,,,1,崎 利 仁 20,59.0,5,,,3,横 田 海 人 23,39.0,6,,
2025-12-29,大村,04R,一般　　　　                 H1800m  晴　  風  南西　 1m  波　  5cm,134,,,,,,,,,,,,,,,,,,6,田 路 朋 史,62.0,1,,,1,向 後 龍 一,65.0,2,,,4,松 山 裕 基,55.0,3,,,2,岡 暢 祐,49.0,4,,,5,石 渡 翔一郎 28,13.0,5,,,3,森 貴 洋 17,26.0,6,,
2025-12-29,大村,05R,一般　　　　                 H1800m  晴　  風  南西　 1m  波　  5cm,135,,,,,,,,,,,,,,,,,,4,石 本 裕 武,27.0,1,,,2,八 木 治 樹,70.0,2,,,1,飯 田 庄 吾,67.0,3,,,5,山 下 拓 巳,25.0,4,,,3,鈴 木 茂 高 13,23.0,5,,,6,塚 越 陸 斗 48,29.0,6,,
2025-12-29,大村,06R,一般　　　　                 H1800m  晴　  風  南西　 1m  波　  5cm,136,,,,,,,,,,,,,,,,,,4,関 根 彰 人,64.0,1,,,3,森 清 友 翔,10.0,2,,,5,佐 藤 大 介,58.0,3,,,2,佐々木 大 河,12.0,4,,,1,泉 具 巳 38,47.0,5,,,6,早 川 颯 太 39,14.0,6,,
2025-12-29,大村,07R,一般　　　　                 H1800m  晴　  風  南西　 1m  波　  5cm,137,,,,,,,,,,,,,,,,,,1,坂 本 雄 紀,29.0,1,,,6,宇田川 信 一,33.0,2,,,2,西 尾 亮 輔,47.0,3,,,5,福 西 広太郎,30.0,4,,,4,横 田 海 人 23,39.0,5,,,3,吉 川 勇 作 61,67.0,6,,
2025-12-29,大村,08R,一般　　　　                 H1800m  晴　  風  南　　 2m  波　  5cm,138,,,,,,,,,,,,,,,,,,1,野 間 大 樹,41.0,1,,,2,高 山 弘 斗,36.0,2,,,5,金 児 隆 太,60.0,3,,,3,岡 暢 祐,49.0,4,,,6,石 渡 翔一郎 28,13.0,5,,,4,久保原 秀 人 11,55.0,6,,
2025-12-29,大村,09R,一般特選　　                 H1800m  晴　  風  南　　 3m  波　  5cm,139,,,,,,,,,,,,,,,,,,1,大 崎 翔,56.0,1,,,3,桑 島 和 宏,53.0,2,,,2,山 下 拓 巳,25.0,3,,,4,横 井 健 太,51.0,4,,,6,塚 越 陸 斗 48,29.0,5,,,5,西 村 秀 樹 66,45.0,6,,
2025-12-29,大村,10R,R       選抜戦　　　                 H1800m  晴　  風  南　　 3m  波　  5cm,1310,,,,,,,,,,,,,,,,,,1,眞 鳥 康 太,45.0,1,,,4,宇 土 泰 就,46.0,2,,,2,佐 藤 大 介,58.0,3,,,3,松 山 裕 基,55.0,4,,,6,崎 利 仁 20,59.0,5,,,5,八 木 治 樹 70,34.0,6,,
2025-12-29,大村,11R,R       選抜戦　　　                 H1800m  晴　  風  南　　 2m  波　  5cm,1311,,,,,,,,,,,,,,,,,,1,田 路 朋 史,62.0,1,,,2,菊 地 敬 介,54.0,2,,,4,宮 崎 心之介,31.0,3,,,3,石 本 裕 武,27.0,4,,,6,泉 具 巳 38,47.0,5,,,5,西 尾 亮 輔 47,10.0,6,,
2025-12-29,大村,12R,R       優勝戦　　　                 H1800m  晴　  風  南　　 2m  波　  5cm,1312,,,,,,,,,,,,,,,,,,1,井 上 一 輝,14.0,1,,,3,山 田 哲 也,37.0,2,,,2,永 井 彪 也,63.0,3,,,4,大 塚 康 雅,69.0,4,,,6,尾 嶋 一 広 32,70.0,5,,,5,佐 竹 太 一 19,18.0,6,,
2025-12-29,大村,01R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  0cm,131,,,,,,,,,,,,,,,,,,1,中 田 友 也,31.0,1,,,3,岡 部 大 輝,13.0,2,,,2,澤 大 介,24.0,3,,,5,来 田 衣 織,39.0,4,,,6,塚 田 修 二 34,45.0,5,,,4,小 澤 学 59,14.0,6,,
2025-12-29,大村,02R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  0cm,132,,,,,,,,,,,,,,,,,,4,福 島 勇 樹,27.0,1,,,2,鈴 木 峻 佑,62.0,2,,,3,大 月 遊 雅,64.0,3,,,1,杉 村 賢 也,9.0,4,,,6,赤 井 星璃菜 33,61.0,5,,,5,西 村 豪 洋 50,43.0,6,,
2025-12-29,大村,03R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  0cm,133,,,,,,,,,,,,,,,,,,3,中 山 将,6.0,1,,,4,中 嶋 達 也,38.0,2,,,6,芦 澤 望,53.0,3,,,5,飯 山 泰,19.0,4,,,2,秋 田 健太郎 10,38.0,5,,,1,吉 田 杏 美 26,48.0,6,,
2025-12-29,大村,04R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  0cm,134,,,,,,,,,,,,,,,,,,2,近 藤 颯 斗,17.0,1,,,3,小 坂 尚 哉,25.0,2,,,4,佐 藤 大 佑,5.0,3,,,5,澤 崎 雄 哉,2.0,4,,,6,新 出 浩 司 3,72.0,5,,,1,田 中 勇 輔 14,11.0,6,,
2025-12-29,大村,05R,ウインウイン                 H1800m  晴　  風  無風　 0m  波　  0cm,135,,,,,,,,,,,,,,,,,,1,馬 場 剛,35.0,1,,,4,前 沢 丈 史,22.0,2,,,2,来 田 衣 織,39.0,3,,,5,伏 島 祐 介,61.0,4,,,6,森 下 勇 21,40.0,5,,,3,竹 本 太 樹 36,32.0,6,,
2025-12-29,大村,06R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  0cm,136,,,,,,,,,,,,,,,,,,2,関 浩 哉,65.0,1,,,1,淺 香 文 武,23.0,2,,,5,中 谷 朋 子,1.0,3,,,6,石 村 日奈那,16.0,4,,,3,小 澤 学 59,14.0,5,,,4,大 月 遊 雅 64,46.0,6,,
2025-12-29,大村,07R,ウインウイン                 H1800m  晴　  風  無風　 0m  波　  0cm,137,,,,,,,,,,,,,,,,,,1,福 島 勇 樹,27.0,1,,,4,岡 部 大 輝,13.0,2,,,5,中 田 友 也,31.0,3,,,3,秋 田 健太郎,10.0,4,,,2,赤 井 星璃菜 33,61.0,5,,,6,中 澤 宏 奈 4,27.0,6,,
2025-12-29,大村,08R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  0cm,138,,,,,,,,,,,,,,,,,,5,澤 大 介,24.0,1,,,4,一 柳 和 孝,37.0,2,,,6,小 坂 尚 哉,25.0,3,,,2,西 村 豪 洋,50.0,4,,,3,牧 原 崇 8,57.0,5,,,1,海老澤 泰 行 63,54.0,6,,
2025-12-29,大村,09R,戸田特賞　　                 H1800m  晴　  風  無風　 0m  波　  0cm,139,,,,,,,,,,,,,,,,,,5,青 木 蓮,20.0,1,,,2,澤 崎 雄 哉,2.0,2,,,6,伏 島 祐 介,61.0,3,,,4,中 山 将,6.0,4,,,3,杉 村 賢 也 9,18.0,5,,,1,中 嶋 達 也 38,23.0,6,,
2025-12-29,大村,10R,R       戸田特賞　　                 H1800m  晴　  風  無風　 0m  波　  0cm,1310,,,,,,,,,,,,,,,,,,2,飯 山 泰,19.0,1,,,4,馬 場 剛,35.0,2,,,3,田 中 勇 輔,14.0,3,,,5,鈴 木 峻 佑,62.0,4,,,1,竹 本 太 樹 36,32.0,5,,,6,大 澤 風 葵 12,52.0,6,,
2025-12-29,大村,11R,R       戸田特選　　                 H1800m  晴　  風  無風　 0m  波　  0cm,1311,,,,,,,,,,,,,,,,,,5,佐 藤 大 佑,5.0,1,,,6,村 田 修 次,29.0,2,,,4,塚 田 修 二,34.0,3,,,1,中 谷 朋 子,1.0,4,,,3,吉 田 杏 美 26,48.0,5,,,2,淺 香 文 武 23,53.0,6,,
2025-12-29,大村,12R,R       記者選抜戦　                 H1800m  晴　  風  無風　 0m  波　  0cm,1312,,,,,,,,,,,,,,,,,,2,芦 澤 望,53.0,1,,,5,関 浩 哉,65.0,2,,,1,前 沢 丈 史,22.0,3,,,4,新 出 浩 司,3.0,4,,,3,近 藤 颯 斗 17,44.0,5,,,6,牧 原 崇 8,57.0,6,,
2025-12-29,大村,01R,予選　　　　                 H1800m  晴　  風  南東　 1m  波　  1cm,131,,,,,,,,,,,,,,,,,,5,小 川 知 行,12.0,1,,,6,木 下 陽 介,11.0,2,,,4,齊 藤 大 将,53.0,3,,,1,須 藤 隆 雄,48.0,4,,,2,大 澤 大 夢,18.0,5,,,3,芝 田 京 介,34.0,6,,
2025-12-29,大村,02R,予選　　　　                 H1800m  晴　  風  南東　 2m  波　  1cm,132,,,,,,,,,,,,,,,,,,3,島 崎 丈一朗,23.0,1,,,4,伏 見 俊 介,25.0,2,,,6,富 永 正 人,42.0,3,,,5,宮 内 由紀英,27.0,4,,,1,大 町 利 克,46.0,5,,,2,井 田 涼 介,19.0,6,,
2025-12-29,大村,03R,予選　　　　                 H1800m  晴　  風  南東　 2m  波　  1cm,133,,,,,,,,,,,,,,,,,,4,小 川 竜太朗,13.0,1,,,3,石 田 貴 洋,38.0,2,,,6,鈴 木 雅 希,40.0,3,,,5,藤 原 孝 斗,33.0,4,,,2,岩 下 巧 斗,36.0,5,,,1,中 里 昌 志,24.0,6,,
2025-12-29,大村,04R,予選　　　　                 H1800m  晴　  風  南東　 1m  波　  1cm,134,,,,,,,,,,,,,,,,,,2,塚 越 海 斗,26.0,1,,,3,三 浦 裕 貴,28.0,2,,,1,井 上 尚 悟,16.0,3,,,4,土 井 祥 伍,41.0,4,,,6,後 藤 翔 之,31.0,5,,,5,近 藤 友 宝,39.0,6,,
2025-12-29,大村,05R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  0cm,135,,,,,,,,,,,,,,,,,,5,山 田 竜 一,44.0,1,,,2,鶴 本 崇 文,17.0,2,,,3,山 谷 央,35.0,3,,,1,齊 藤 大 将,53.0,4,,,6,栗 原 一 馬,50.0,5,,,4,鈴 木 章 司,51.0,6,,
2025-12-29,大村,06R,ドラドキ目玉                 H1800m  晴　  風  北　　 1m  波　  1cm,136,,,,,,,,,,,,,,,,,,1,小 山 勉,15.0,1,,,3,大 町 利 克,46.0,2,,,4,芝 田 京 介,34.0,3,,,2,宇 野 博 之,49.0,4,,,6,米 本 圭 佑,43.0,5,,,5,生 方 靖 亜,29.0,6,,
2025-12-29,大村,07R,ドラドキ３　                 H1800m  晴　  風  無風　 0m  波　  0cm,137,,,,,,,,,,,,,,,,,,4,島 崎 丈一朗,23.0,1,,,5,田 代 達 也,52.0,2,,,6,大 澤 大 夢,18.0,3,,,2,浅 井 翼,22.0,4,,,1,上 原 崚,14.0,5,,,,,,,,
2025-12-29,大村,08R,ドラドキ５　                 H1800m  晴　  風  西　　 1m  波　  1cm,138,,,,,,,,,,,,,,,,,,1,内 堀 学,21.0,1,,,3,小 川 竜太朗,13.0,2,,,2,須 藤 隆 雄,48.0,3,,,6,金 子 怜 央,37.0,4,,,5,笠 置 博 之,30.0,5,,,4,井 上 尚 悟,16.0,6,,
2025-12-29,大村,09R,予選特賞　　                 H1800m  晴　  風  西　　 2m  波　  1cm,139,,,,,,,,,,,,,,,,,,1,宮 内 由紀英,27.0,1,,,2,小 川 知 行,12.0,2,,,6,山 谷 央,35.0,3,,,4,鈴 木 雅 希,40.0,4,,,5,金 田 諭,54.0,5,,,3,土 井 祥 伍,41.0,6,,
2025-12-29,大村,10R,R       予選特賞　　                 H1800m  晴　  風  西　　 1m  波　  1cm,1310,,,,,,,,,,,,,,,,,,1,塚 越 海 斗,26.0,1,,,3,山 田 竜 一,44.0,2,,,2,木 下 陽 介,11.0,3,,,4,中 里 昌 志,24.0,4,,,5,日 笠 勝 弘,45.0,5,,,6,小 原 聡 将,47.0,6,,
2025-12-29,大村,11R,R       一般特選　　                 H1800m  晴　  風  西　　 2m  波　  1cm,1311,,,,,,,,,,,,,,,,,,1,鶴 本 崇 文,17.0,1,,,3,伏 見 俊 介,25.0,2,,,4,後 藤 翔 之,31.0,3,,,5,石 田 貴 洋,38.0,4,,,6,生 方 靖 亜,29.0,5,,,2,上 原 崚,14.0,6,,
2025-12-29,大村,12R,R       一般桐生特選                 H1800m  晴　  風  西　　 1m  波　  1cm,1312,,,,,,,,,,,,,,,,,,4,笠 置 博 之,30.0,1,,,6,鈴 木 章 司,51.0,2,,,5,岩 下 巧 斗,36.0,3,,,3,小 山 勉,15.0,4,,,2,三 浦 裕 貴,28.0,5,,,,,,,,
