レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5,確率1,確率2,確率3,確率4,確率5
202609260302,2026-09-26,03,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.045896,0.029917,0.025495,0.020842,0.016802
202609260302,2026-09-26,03,2R,realtime,2-1-3,3-1-2,2-1-4,2-1-5,3-1-5,差し,まくり差し,差し,差し,まくり差し,0.031892,0.020952,0.018736,0.017806,0.017080
202609260303,2026-09-26,03,3R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.051832,0.039810,0.028689,0.026414,0.025041
202609260303,2026-09-26,03,3R,realtime,2-1-3,2-1-4,3-1-4,2-3-1,3-1-2,差し,差し,まくり差し,差し,まくり差し,0.036881,0.028362,0.027785,0.024764,0.024039
202609260304,2026-09-26,03,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し,0.067375,0.049578,0.037382,0.028773,0.025404
202609260304,2026-09-26,03,4R,realtime,2-1-3,2-1-4,2-3-1,3-1-2,2-1-5,差し,差し,差し,まくり差し,差し,0.064217,0.040506,0.036227,0.035633,0.029202
202609260305,2026-09-26,03,5R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-4-1,差し,差し,差し,差し,差し,0.056544,0.046309,0.030355,0.029428,0.022891
202609260305,2026-09-26,03,5R,realtime,2-1-3,2-3-1,3-1-2,2-3-4,2-1-4,差し,差し,まくり差し,まくり,差し,0.043319,0.032695,0.031684,0.030304,0.028548
202609260306,2026-09-26,03,6R,daily,2-1-3,4-1-2,2-1-4,3-1-2,4-1-3,差し,まくり,差し,まくり差し,差し,0.034414,0.026947,0.026336,0.024306,0.020304
202609260306,2026-09-26,03,6R,realtime,4-1-3,3-1-4,4-1-2,4-1-5,3-1-2,差し,まくり差し,まくり,まくり差し,まくり差し,0.034721,0.032069,0.029352,0.028115,0.022387
202609260307,2026-09-26,03,7R,daily,3-1-2,3-1-4,3-1-5,3-2-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し,0.058509,0.058383,0.048591,0.022009,0.021046
202609260307,2026-09-26,03,7R,realtime,3-1-4,3-1-5,3-1-2,3-4-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し,0.076622,0.059154,0.052753,0.026578,0.025849
202609260308,2026-09-26,03,8R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-3,差し,まくり差し,まくり差し,差し,差し,0.029264,0.026236,0.021776,0.018569,0.015821
202609260308,2026-09-26,03,8R,realtime,2-1-3,3-1-2,3-1-4,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり,0.020934,0.018660,0.014394,0.012600,0.012023
202609260309,2026-09-26,03,9R,daily,2-1-4,4-1-2,2-1-3,4-1-5,4-1-3,差し,まくり,差し,まくり差し,差し,0.019221,0.019115,0.018541,0.014297,0.013388
202609260309,2026-09-26,03,9R,realtime,3-1-4,4-1-3,4-1-5,4-1-2,3-1-2,まくり差し,差し,まくり差し,まくり,まくり差し,0.021489,0.019440,0.015059,0.014425,0.013501
202609260310,2026-09-26,03,10R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し,0.031387,0.025763,0.020691,0.016866,0.012620
202609260311,2026-09-26,03,11R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し,0.039304,0.030907,0.030286,0.020551,0.017350
202609260312,2026-09-26,03,12R,daily,4-1-2,2-1-4,2-1-3,4-1-3,3-1-4,まくり,差し,差し,差し,まくり差し,0.026675,0.026497,0.022325,0.021831,0.021149
202609260501,2026-09-26,05,1R,daily,2-1-3,3-1-2,5-1-2,3-1-4,3-1-5,差し,まくり差し,まくり差し,まくり差し,まくり差し,0.022572,0.022420,0.019876,0.019406,0.019164
202609260501,2026-09-26,05,1R,realtime,3-1-2,2-1-3,3-1-5,3-1-4,5-1-2,まくり差し,差し,まくり差し,まくり差し,まくり差し,0.023495,0.023340,0.021180,0.020846,0.018571
202609260502,2026-09-26,05,2R,daily,2-1-4,2-1-3,2-4-1,2-1-6,2-1-5,差し,差し,差し,差し,差し,0.059155,0.048408,0.027643,0.027207,0.025256
202609260502,2026-09-26,05,2R,realtime,2-1-4,2-1-3,2-1-6,2-1-5,2-4-1,差し,差し,差し,差し,差し,0.081918,0.062835,0.032330,0.030523,0.026968
202609260503,2026-09-26,05,3R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し,0.050468,0.037299,0.031003,0.030361,0.025567
202609260503,2026-09-26,05,3R,realtime,2-1-3,2-3-1,2-1-4,3-1-2,2-3-4,差し,差し,差し,まくり差し,まくり,0.060042,0.043682,0.038992,0.035513,0.035338
202609260504,2026-09-26,05,4R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-3-1,差し,まくり差し,差し,まくり差し,差し,0.040346,0.032585,0.029645,0.028867,0.021216
202609260504,2026-09-26,05,4R,realtime,3-1-2,3-1-4,2-1-3,3-1-6,3-2-1,まくり差し,まくり差し,差し,まくり差し,まくり,0.039157,0.033306,0.030201,0.029318,0.025516
202609260505,2026-09-26,05,5R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.047076,0.043596,0.021819,0.021740,0.021074
202609260505,2026-09-26,05,5R,realtime,2-1-4,2-1-3,2-1-6,2-3-1,4-1-2,差し,差し,差し,差し,まくり,0.063471,0.058153,0.030254,0.020416,0.020360
202609260506,2026-09-26,05,6R,daily,3-1-4,4-1-5,4-1-3,4-1-2,3-1-2,まくり差し,まくり差し,差し,まくり,まくり差し,0.021151,0.020765,0.020462,0.020230,0.015595
202609260506,2026-09-26,05,6R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり,0.025350,0.022371,0.018505,0.017452,0.015676
202609260507,2026-09-26,05,7R,daily,3-1-4,4-1-5,4-1-3,3-1-5,3-1-2,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.024352,0.020476,0.018377,0.017390,0.013724
202609260507,2026-09-26,05,7R,realtime,3-1-4,3-1-6,3-1-2,4-1-6,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.025411,0.019028,0.016981,0.013418,0.013003
202609260508,2026-09-26,05,8R,daily,4-1-2,4-1-3,4-1-5,3-1-4,4-1-6,まくり,差し,まくり差し,まくり差し,まくり,0.023301,0.022295,0.020019,0.018822,0.017631
202609260508,2026-09-26,05,8R,realtime,4-1-2,4-1-3,3-1-4,4-1-5,6-1-2,まくり,差し,まくり差し,まくり差し,まくり差し,0.025623,0.024546,0.020965,0.015969,0.015880
202609260509,2026-09-26,05,9R,daily,2-1-3,6-1-2,2-1-4,2-1-5,2-1-6,差し,まくり差し,差し,差し,差し,0.019651,0.017836,0.017619,0.013466,0.013077
202609260510,2026-09-26,05,10R,daily,5-1-3,3-1-5,2-1-3,5-1-2,3-1-2,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.016782,0.015780,0.015774,0.014916,0.012861
202609260511,2026-09-26,05,11R,daily,2-1-3,2-1-5,5-1-2,2-1-4,4-1-5,差し,差し,まくり差し,差し,まくり差し,0.014118,0.013655,0.011739,0.011687,0.010580
202609260512,2026-09-26,05,12R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し,0.024073,0.016678,0.010668,0.010311,0.007409
202609260801,2026-09-26,08,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり,0.016386,0.015104,0.013537,0.012088,0.011575
202609260801,2026-09-26,08,1R,realtime,2-1-3,3-1-2,2-1-4,3-1-5,3-1-4,差し,まくり,差し,まくり差し,差し,0.017012,0.014734,0.013621,0.008267,0.007781
202609260802,2026-09-26,08,2R,daily,4-1-2,4-1-5,4-1-3,2-1-4,4-2-1,まくり,まくり差し,差し,差し,まくり,0.028811,0.022800,0.021696,0.017042,0.015017
202609260802,2026-09-26,08,2R,realtime,4-1-2,4-1-3,4-1-5,2-1-4,2-1-3,まくり,差し,まくり差し,差し,差し,0.023606,0.016146,0.015486,0.015196,0.009952
202609260803,2026-09-26,08,3R,daily,3-1-2,3-1-4,3-1-5,2-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり,0.027391,0.027242,0.024602,0.021036,0.019454
202609260803,2026-09-26,08,3R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.040602,0.034934,0.030572,0.023821,0.018078
202609260804,2026-09-26,08,4R,daily,5-1-2,5-1-4,4-1-5,5-1-3,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.016783,0.016198,0.015486,0.015133,0.014590
202609260804,2026-09-26,08,4R,realtime,5-1-4,5-1-2,4-1-5,5-1-3,4-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.025956,0.023124,0.022724,0.015654,0.015436
202609260805,2026-09-26,08,5R,daily,2-1-3,4-1-2,2-1-4,4-1-5,4-1-3,差し,まくり,差し,まくり差し,差し,0.018588,0.017901,0.016959,0.016212,0.014014
202609260805,2026-09-26,08,5R,realtime,4-1-5,4-1-2,2-1-5,5-1-2,2-1-4,まくり差し,まくり,差し,まくり差し,差し,0.021663,0.016809,0.016668,0.015733,0.014495
202609260806,2026-09-26,08,6R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し,0.029675,0.024822,0.022531,0.016420,0.011689
202609260806,2026-09-26,08,6R,realtime,2-1-6,6-1-2,6-2-1,2-1-4,2-1-3,差し,まくり差し,まくり差し,差し,差し,0.040799,0.038001,0.022226,0.021133,0.021020
202609260807,2026-09-26,08,7R,daily,4-1-2,4-1-5,4-1-3,4-5-1,4-2-1,まくり,まくり差し,差し,まくり,まくり,0.042911,0.037945,0.029133,0.024748,0.023680
202609260807,2026-09-26,08,7R,realtime,4-1-2,4-1-5,4-2-1,4-1-3,4-5-1,まくり,まくり差し,まくり,差し,まくり,0.065988,0.046914,0.038099,0.031748,0.030847
202609260808,2026-09-26,08,8R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し,0.018619,0.014891,0.013149,0.012196,0.010179
202609260808,2026-09-26,08,8R,realtime,3-1-2,3-1-5,3-1-4,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.021736,0.021027,0.019063,0.013441,0.009638
202609260809,2026-09-26,08,9R,daily,3-1-2,3-1-4,2-1-3,2-1-4,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し,0.024481,0.023721,0.022351,0.021724,0.015826
202609260809,2026-09-26,08,9R,realtime,2-1-4,2-1-3,3-1-2,2-1-6,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.044118,0.038393,0.023944,0.019307,0.018213
202609260810,2026-09-26,08,10R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し,0.031534,0.030618,0.027122,0.025796,0.020163
202609260811,2026-09-26,08,11R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し,0.025065,0.024583,0.020607,0.017925,0.012583
202609260812,2026-09-26,08,12R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し,0.025272,0.022398,0.015389,0.012852,0.011369
202609260901,2026-09-26,09,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し,0.022276,0.018212,0.016327,0.016150,0.012287
202609260901,2026-09-26,09,1R,realtime,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり,0.021964,0.019231,0.014424,0.014288,0.010990
202609260902,2026-09-26,09,2R,daily,2-1-3,2-1-4,3-1-2,3-1-4,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し,0.029798,0.024332,0.023395,0.022575,0.016021
202609260902,2026-09-26,09,2R,realtime,3-1-4,2-1-4,2-1-3,4-1-6,4-1-3,まくり差し,差し,差し,まくり差し,差し,0.023087,0.021558,0.020301,0.018525,0.016753
202609260903,2026-09-26,09,3R,daily,2-1-3,2-1-5,3-1-5,2-1-4,3-1-2,差し,差し,まくり差し,差し,まくり差し,0.036243,0.028360,0.027914,0.026717,0.025878
202609260903,2026-09-26,09,3R,realtime,2-1-3,2-1-5,2-1-4,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し,0.042943,0.042287,0.031352,0.030671,0.023007
202609260904,2026-09-26,09,4R,daily,2-1-3,2-1-4,3-1-4,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し,0.041796,0.036156,0.020431,0.019307,0.017233
202609260904,2026-09-26,09,4R,realtime,2-1-3,2-1-4,3-1-2,3-1-4,2-3-1,差し,差し,まくり差し,まくり差し,差し,0.039734,0.028350,0.022896,0.016777,0.015589
202609260905,2026-09-26,09,5R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.027169,0.026072,0.019575,0.016852,0.014897
202609260905,2026-09-26,09,5R,realtime,3-1-2,3-1-4,2-1-3,2-1-4,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し,0.024824,0.023455,0.019445,0.014716,0.013565
202609260906,2026-09-26,09,6R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり,0.051833,0.043375,0.039540,0.036747,0.026798
202609260906,2026-09-26,09,6R,realtime,3-1-2,2-1-3,3-1-5,3-1-4,3-2-1,まくり差し,差し,まくり差し,まくり差し,まくり,0.065983,0.059791,0.036550,0.033536,0.030290
202609260907,2026-09-26,09,7R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し,0.096768,0.078111,0.065262,0.040368,0.031767
202609260907,2026-09-26,09,7R,realtime,2-1-5,2-1-4,2-1-3,2-5-1,2-4-1,差し,差し,差し,差し,差し,0.146611,0.118116,0.106698,0.047153,0.039828
202609260908,2026-09-26,09,8R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり,0.054535,0.040451,0.037544,0.028550,0.019913
202609260908,2026-09-26,09,8R,realtime,3-1-2,3-1-5,2-1-3,3-1-4,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.039475,0.033915,0.032926,0.032221,0.017930
202609260909,2026-09-26,09,9R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し,0.030664,0.024958,0.023837,0.022182,0.018070
202609260909,2026-09-26,09,9R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し,0.034544,0.032459,0.022796,0.019652,0.016804
202609260910,2026-09-26,09,10R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.026445,0.019990,0.016324,0.015407,0.010387
202609260911,2026-09-26,09,11R,daily,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.047697,0.045753,0.036244,0.019758,0.017638
202609260912,2026-09-26,09,12R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し,0.017094,0.014830,0.014047,0.012706,0.010138
202609261101,2026-09-26,11,1R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり,0.017000,0.016295,0.015868,0.014931,0.014067
202609261101,2026-09-26,11,1R,realtime,3-1-4,4-1-5,4-1-3,3-1-5,4-1-2,まくり差し,まくり差し,差し,まくり差し,まくり,0.018847,0.017497,0.015760,0.014434,0.013051
202609261102,2026-09-26,11,2R,daily,5-1-2,5-1-3,2-1-3,5-1-4,3-1-2,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.023796,0.022261,0.019805,0.018567,0.017107
202609261102,2026-09-26,11,2R,realtime,5-1-2,5-1-3,5-1-4,5-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.042113,0.040316,0.024783,0.024332,0.022351
202609261103,2026-09-26,11,3R,daily,2-1-3,5-1-2,3-1-2,2-1-4,2-1-5,差し,まくり差し,まくり差し,差し,差し,0.020270,0.016785,0.015282,0.014416,0.014381
202609261103,2026-09-26,11,3R,realtime,2-1-3,3-1-2,3-1-5,5-1-2,5-1-3,差し,まくり差し,まくり差し,まくり差し,まくり差し,0.023697,0.018730,0.018102,0.016934,0.016216
202609261104,2026-09-26,11,4R,daily,3-1-4,3-1-2,3-1-5,3-1-6,6-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.024814,0.021596,0.020351,0.018796,0.014825
202609261104,2026-09-26,11,4R,realtime,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり,0.038184,0.034264,0.033638,0.021845,0.020207
202609261105,2026-09-26,11,5R,daily,3-1-4,3-1-2,4-1-3,4-1-2,3-1-5,まくり差し,まくり差し,差し,まくり,まくり差し,0.024350,0.018636,0.016906,0.014725,0.014072
202609261105,2026-09-26,11,5R,realtime,3-1-4,4-1-3,4-1-2,3-1-2,4-2-1,まくり差し,差し,まくり,まくり差し,まくり,0.031540,0.029142,0.027792,0.022178,0.018115
202609261106,2026-09-26,11,6R,daily,5-1-2,5-1-4,5-1-3,5-1-6,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.029578,0.028715,0.022690,0.013961,0.012080
202609261106,2026-09-26,11,6R,realtime,5-1-4,5-1-2,5-1-3,5-1-6,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.032739,0.029461,0.023909,0.020317,0.012919
202609261107,2026-09-26,11,7R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し,0.026824,0.019683,0.016482,0.013167,0.011009
202609261107,2026-09-26,11,7R,realtime,2-1-3,2-1-6,6-1-2,2-1-4,3-1-2,差し,差し,まくり差し,差し,まくり差し,0.019098,0.015662,0.014891,0.014707,0.009895
202609261108,2026-09-26,11,8R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.040616,0.035649,0.032698,0.016553,0.016002
202609261108,2026-09-26,11,8R,realtime,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.060545,0.053932,0.041291,0.020086,0.019281
202609261109,2026-09-26,11,9R,daily,4-1-2,2-1-4,2-1-3,3-1-4,4-1-3,まくり,差し,差し,まくり差し,差し,0.022727,0.022349,0.019958,0.017805,0.017607
202609261109,2026-09-26,11,9R,realtime,4-1-2,4-1-5,4-1-3,2-1-4,4-1-6,まくり,まくり差し,差し,差し,まくり,0.031223,0.027234,0.024425,0.019797,0.019619
202609261110,2026-09-26,11,10R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し,0.025130,0.021640,0.014112,0.009399,0.008291
202609261111,2026-09-26,11,11R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し,0.045995,0.044788,0.019869,0.017425,0.015227
202609261112,2026-09-26,11,12R,daily,3-1-2,3-1-5,3-1-4,2-1-3,5-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.023880,0.020249,0.019448,0.019159,0.011894
202609261301,2026-09-26,13,1R,daily,3-1-2,2-1-3,3-1-4,2-1-4,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し,0.049055,0.047786,0.036851,0.027293,0.025251
202609261301,2026-09-26,13,1R,realtime,2-1-3,3-1-2,3-1-4,2-1-4,2-3-1,差し,まくり差し,まくり差し,差し,差し,0.077293,0.054019,0.032094,0.031290,0.025375
202609261302,2026-09-26,13,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し,0.063920,0.050088,0.033684,0.027575,0.021869
202609261302,2026-09-26,13,2R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し,0.066057,0.058967,0.039615,0.035133,0.024410
202609261303,2026-09-26,13,3R,daily,2-1-3,2-1-4,4-1-2,4-1-3,2-1-5,差し,差し,まくり,差し,差し,0.041484,0.036289,0.025369,0.021959,0.021890
202609261303,2026-09-26,13,3R,realtime,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し,0.055841,0.036683,0.020956,0.020076,0.019077
202609261304,2026-09-26,13,4R,daily,2-1-3,2-1-5,2-1-4,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し,0.068334,0.038772,0.038139,0.027011,0.016901
202609261304,2026-09-26,13,4R,realtime,2-1-5,2-1-3,2-1-4,2-1-6,2-5-1,差し,差し,差し,差し,差し,0.076589,0.055127,0.053885,0.021742,0.016378
202609261305,2026-09-26,13,5R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し,0.035704,0.028919,0.021641,0.011804,0.011016
202609261305,2026-09-26,13,5R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し,0.051176,0.043951,0.043880,0.016110,0.010670
202609261306,2026-09-26,13,6R,daily,2-1-3,4-1-2,2-1-4,4-1-3,3-1-2,差し,まくり,差し,差し,まくり差し,0.022109,0.019201,0.017262,0.015323,0.015195
202609261306,2026-09-26,13,6R,realtime,4-1-3,4-1-2,4-1-5,2-1-3,3-1-4,差し,まくり,まくり差し,差し,まくり差し,0.024789,0.023974,0.020745,0.018782,0.017537
202609261307,2026-09-26,13,7R,daily,2-1-3,2-1-4,4-1-2,4-1-5,4-1-3,差し,差し,まくり,まくり差し,差し,0.027220,0.024513,0.023131,0.022767,0.021928
202609261307,2026-09-26,13,7R,realtime,4-1-5,2-1-3,2-1-4,4-1-3,4-1-2,まくり差し,差し,差し,差し,まくり,0.024721,0.021968,0.018488,0.018317,0.017825
202609261308,2026-09-26,13,8R,daily,2-1-3,2-1-4,4-1-2,3-1-2,2-1-6,差し,差し,まくり,まくり差し,差し,0.024491,0.019046,0.014071,0.013821,0.012447
202609261308,2026-09-26,13,8R,realtime,2-1-3,2-1-4,6-1-2,6-1-4,4-1-6,差し,差し,まくり差し,まくり差し,まくり,0.020860,0.020580,0.020243,0.018433,0.017824
