記録日,場コード,モーター番号,節,節最終日,走行日,日次,走,級別,グレード分類,進入,着順,生得点,セルμ,セルσ,残差z,減衰重み
2026-08-20,02,3,1,2026-08-09,2026-08-06,1,2,A1,G2_G3_一般,4,2,40,30.7604,16.4204,0.562689,0.850667
2026-08-20,02,3,1,2026-08-09,2026-08-07,2,1,A1,G2_G3_一般,2,3,30,33.5668,16.4571,-0.216735,0.860551
2026-08-20,02,3,1,2026-08-09,2026-08-07,2,2,A1,G2_G3_一般,5,5,10,27.579,16.1733,-1.086913,0.860551
2026-08-20,02,3,1,2026-08-09,2026-08-08,3,1,A1,G2_G3_一般,6,2,40,21.8097,16.3982,1.109288,0.870551
2026-08-20,02,4,0,2026-08-17,2026-08-12,1,1,A2,G2_G3_一般,3,5,15,43.7456,25.2622,-1.137887,0.911722
2026-08-20,02,4,0,2026-08-17,2026-08-12,1,2,A2,G2_G3_一般,5,4,30,34.6581,22.3473,-0.208443,0.911722
2026-08-20,02,4,0,2026-08-17,2026-08-13,2,2,A2,G2_G3_一般,4,2,60,39.3572,24.1876,0.853447,0.922316
2026-08-20,02,4,0,2026-08-17,2026-08-14,3,1,A2,G2_G3_一般,2,1,75,45.1453,23.4647,1.272326,0.933033
2026-08-20,02,4,0,2026-08-17,2026-08-14,3,2,A2,G2_G3_一般,6,2,60,25.862,22.0233,1.550088,0.933033
2026-08-20,02,4,0,2026-08-17,2026-08-15,4,2,A2,G2_G3_一般,1,4,30,61.8822,20.3034,-1.570289,0.943874
2026-08-20,02,4,0,2026-08-17,2026-08-16,5,2,A2,G2_G3_一般,5,2,60,34.6581,22.3473,1.133999,0.954842
2026-08-20,02,4,1,2026-08-09,2026-08-06,1,1,B1,全,5,1,100,35.8968,29.9612,2.139543,0.850667
2026-08-20,02,4,1,2026-08-09,2026-08-06,1,2,B1,全,1,5,20,69.5217,32.9886,-1.501176,0.850667
2026-08-20,02,4,1,2026-08-09,2026-08-07,2,1,B1,全,2,2,80,47.3147,32.3665,1.009849,0.860551
2026-08-20,02,4,1,2026-08-09,2026-08-07,2,2,B1,全,3,4,40,45.0022,33.3025,-0.150206,0.860551
2026-08-20,02,4,1,2026-08-09,2026-08-08,3,2,B1,全,6,6,0,25.2276,25.9658,-0.971568,0.870551
2026-08-20,02,5,0,2026-08-17,2026-08-12,1,1,B1,全,1,4,40,69.5217,32.9886,-0.894907,0.911722
2026-08-20,02,5,0,2026-08-17,2026-08-13,2,1,B1,全,5,5,20,35.8968,29.9612,-0.530579,0.922316
2026-08-20,02,5,0,2026-08-17,2026-08-13,2,2,B1,全,2,3,60,47.3147,32.3665,0.391927,0.922316
2026-08-20,02,5,0,2026-08-17,2026-08-14,3,1,B1,全,6,6,0,25.2276,25.9658,-0.971568,0.933033
2026-08-20,02,5,0,2026-08-17,2026-08-14,3,2,B1,全,4,6,0,40.2881,32.0806,-1.255841,0.933033
2026-08-20,02,5,0,2026-08-17,2026-08-15,4,2,B1,全,3,2,80,45.0022,33.3025,1.050906,0.943874
2026-08-20,02,5,0,2026-08-17,2026-08-16,5,1,B1,全,3,2,80,45.0022,33.3025,1.050906,0.954842
2026-08-20,02,5,0,2026-08-17,2026-08-16,5,2,B1,全,4,4,40,40.2881,32.0806,-0.00898,0.954842
2026-08-20,02,23,0,2026-08-17,2026-08-12,1,1,A2,G2_G3_一般,4,3,45,39.3572,24.1876,0.233294,0.911722
2026-08-20,02,23,0,2026-08-17,2026-08-13,2,1,A2,G2_G3_一般,5,3,45,34.6581,22.3473,0.462778,0.922316
2026-08-20,02,23,0,2026-08-17,2026-08-13,2,2,A2,G2_G3_一般,2,3,45,45.1453,23.4647,-0.00619,0.922316
2026-08-20,02,23,0,2026-08-17,2026-08-14,3,2,A2,G2_G3_一般,1,3,45,61.8822,20.3034,-0.831496,0.933033
2026-08-20,02,23,0,2026-08-17,2026-08-15,4,1,A2,G2_G3_一般,5,3,45,34.6581,22.3473,0.462778,0.943874
2026-08-20,02,23,0,2026-08-17,2026-08-15,4,2,A2,G2_G3_一般,3,2,60,43.7456,25.2622,0.643429,0.943874
2026-08-20,02,23,0,2026-08-17,2026-08-16,5,2,A2,G2_G3_一般,5,2,60,34.6581,22.3473,1.133999,0.954842
2026-08-20,02,23,1,2026-08-09,2026-08-06,1,1,B1,全,5,5,20,35.8968,29.9612,-0.530579,0.850667
2026-08-20,02,23,1,2026-08-09,2026-08-06,1,2,B1,全,2,4,40,47.3147,32.3665,-0.225995,0.850667
2026-08-20,02,23,1,2026-08-09,2026-08-07,2,1,B1,全,4,4,40,40.2881,32.0806,-0.00898,0.860551
2026-08-20,02,23,1,2026-08-09,2026-08-08,3,1,B1,全,1,3,60,69.5217,32.9886,-0.288637,0.870551
2026-08-20,02,25,0,2026-08-09,2026-08-06,1,2,B2,全,6,6,0,13.6145,27.1962,-0.500604,0.850667
2026-08-20,02,25,0,2026-08-09,2026-08-07,2,1,B2,全,6,5,25,13.6145,27.1962,0.418643,0.860551
2026-08-20,02,25,0,2026-08-09,2026-08-08,3,1,B2,全,6,6,0,13.6145,27.1962,-0.500604,0.870551
2026-08-20,02,28,0,2026-08-09,2026-08-06,1,1,A2,G2_G3_一般,3,2,60,43.7456,25.2622,0.643429,0.850667
2026-08-20,02,28,0,2026-08-09,2026-08-06,1,2,A2,G2_G3_一般,2,6,0,45.1453,23.4647,-1.923966,0.850667
2026-08-20,02,28,0,2026-08-09,2026-08-07,2,1,A2,G2_G3_一般,4,3,45,39.3572,24.1876,0.233294,0.860551
2026-08-20,02,28,0,2026-08-09,2026-08-07,2,2,A2,G2_G3_一般,1,6,0,61.8822,20.3034,-3.047875,0.860551
2026-08-20,02,28,0,2026-08-09,2026-08-08,3,2,A2,G2_G3_一般,5,5,15,34.6581,22.3473,-0.879664,0.870551
2026-08-20,02,30,0,2026-08-09,2026-08-06,1,1,B1,全,2,6,0,47.3147,32.3665,-1.461839,0.850667
2026-08-20,02,30,0,2026-08-09,2026-08-06,1,2,B1,全,3,6,0,45.0022,33.3025,-1.351318,0.850667
2026-08-20,02,30,0,2026-08-09,2026-08-07,2,1,B1,全,1,1,100,69.5217,32.9886,0.923902,0.860551
2026-08-20,02,30,0,2026-08-09,2026-08-08,3,1,B1,全,6,4,40,25.2276,25.9658,0.568919,0.870551
2026-08-20,02,30,0,2026-08-09,2026-08-08,3,2,B1,全,4,2,80,40.2881,32.0806,1.237881,0.870551
2026-08-20,02,31,0,2026-08-09,2026-08-06,1,1,B1,全,1,3,60,69.5217,32.9886,-0.288637,0.850667
2026-08-20,02,31,0,2026-08-09,2026-08-06,1,2,B1,全,3,3,60,45.0022,33.3025,0.45035,0.850667
2026-08-20,02,31,0,2026-08-09,2026-08-07,2,1,B1,全,5,4,40,35.8968,29.9612,0.136952,0.860551
2026-08-20,02,31,0,2026-08-09,2026-08-08,3,1,B1,全,6,5,20,25.2276,25.9658,-0.201325,0.870551
2026-08-20,02,31,0,2026-08-09,2026-08-08,3,2,B1,全,2,転,-100,47.3147,32.3665,-4.551449,0.870551
2026-08-20,02,32,0,2026-08-09,2026-08-06,1,2,A2,G2_G3_一般,6,3,45,25.862,22.0233,0.868991,0.850667
2026-08-20,02,32,0,2026-08-09,2026-08-07,2,1,A2,G2_G3_一般,1,1,75,61.8822,20.3034,0.646091,0.860551
2026-08-20,02,32,0,2026-08-09,2026-08-07,2,2,A2,G2_G3_一般,2,1,75,45.1453,23.4647,1.272326,0.860551
2026-08-20,02,32,0,2026-08-09,2026-08-08,3,1,A2,G2_G3_一般,5,4,30,34.6581,22.3473,-0.208443,0.870551
2026-08-20,02,32,0,2026-08-09,2026-08-08,3,2,A2,G2_G3_一般,4,6,0,39.3572,24.1876,-1.627165,0.870551
2026-08-20,02,33,0,2026-08-09,2026-08-06,1,1,A1,G2_G3_一般,4,1,50,30.7604,16.4204,1.171687,0.850667
2026-08-20,02,33,0,2026-08-09,2026-08-06,1,2,A1,G2_G3_一般,1,1,50,44.5558,11.7661,0.462706,0.850667
2026-08-20,02,33,0,2026-08-09,2026-08-07,2,1,A1,G2_G3_一般,3,2,40,31.9717,17.5205,0.458225,0.860551
2026-08-20,02,33,0,2026-08-09,2026-08-07,2,2,A1,G2_G3_一般,5,5,10,27.579,16.1733,-1.086913,0.860551
2026-08-20,02,33,0,2026-08-09,2026-08-08,3,1,A1,G2_G3_一般,2,4,20,33.5668,16.4571,-0.824377,0.870551
2026-08-20,02,33,0,2026-08-09,2026-08-08,3,2,A1,G2_G3_一般,5,4,20,27.579,16.1733,-0.468611,0.870551
2026-08-20,02,34,0,2026-08-09,2026-08-06,1,1,B2,全,3,3,75,42.9272,44.9951,0.712808,0.850667
2026-08-20,02,34,0,2026-08-09,2026-08-07,2,1,B2,全,1,4,50,80.5921,46.5826,-0.656729,0.860551
2026-08-20,02,34,0,2026-08-09,2026-08-07,2,2,B2,全,5,5,25,29.8478,37.0369,-0.13089,0.860551
2026-08-20,02,34,0,2026-08-09,2026-08-08,3,2,B2,全,6,4,50,13.6145,27.1962,1.33789,0.870551
2026-08-20,02,35,0,2026-08-09,2026-08-06,1,1,A1,G2_G3_一般,4,1,50,30.7604,16.4204,1.171687,0.850667
2026-08-20,02,35,0,2026-08-09,2026-08-06,1,2,A1,G2_G3_一般,6,5,10,21.8097,16.3982,-0.720186,0.850667
2026-08-20,02,35,0,2026-08-09,2026-08-07,2,1,A1,G2_G3_一般,3,1,50,31.9717,17.5205,1.028985,0.860551
2026-08-20,02,35,0,2026-08-09,2026-08-07,2,2,A1,G2_G3_一般,1,1,50,44.5558,11.7661,0.462706,0.860551
2026-08-20,02,35,0,2026-08-09,2026-08-08,3,1,A1,G2_G3_一般,5,3,30,27.579,16.1733,0.14969,0.870551
2026-08-20,02,35,0,2026-08-09,2026-08-08,3,2,A1,G2_G3_一般,2,1,50,33.5668,16.4571,0.998549,0.870551
2026-08-20,02,36,0,2026-08-09,2026-08-06,1,1,B1,全,4,1,100,40.2881,32.0806,1.861312,0.850667
2026-08-20,02,36,0,2026-08-09,2026-08-06,1,2,B1,全,6,3,60,25.2276,25.9658,1.339162,0.850667
2026-08-20,02,36,0,2026-08-09,2026-08-07,2,1,B1,全,4,2,80,40.2881,32.0806,1.237881,0.860551
2026-08-20,02,36,0,2026-08-09,2026-08-07,2,2,B1,全,2,3,60,47.3147,32.3665,0.391927,0.860551
2026-08-20,02,36,0,2026-08-09,2026-08-08,3,1,B1,全,1,2,80,69.5217,32.9886,0.317633,0.870551
2026-08-20,02,37,0,2026-08-09,2026-08-06,1,2,B1,全,5,6,0,35.8968,29.9612,-1.198109,0.850667
2026-08-20,02,37,0,2026-08-09,2026-08-07,2,1,B1,全,6,4,40,25.2276,25.9658,0.568919,0.860551
2026-08-20,02,37,0,2026-08-09,2026-08-07,2,2,B1,全,4,6,0,40.2881,32.0806,-1.255841,0.860551
2026-08-20,02,37,0,2026-08-09,2026-08-08,3,1,B1,全,4,5,20,40.2881,32.0806,-0.632411,0.870551
2026-08-20,02,39,0,2026-08-09,2026-08-06,1,1,B2,全,6,6,0,13.6145,27.1962,-0.500604,0.850667
2026-08-20,02,39,0,2026-08-09,2026-08-07,2,1,B2,全,6,6,0,13.6145,27.1962,-0.500604,0.860551
2026-08-20,02,39,0,2026-08-09,2026-08-07,2,2,B2,全,6,6,0,13.6145,27.1962,-0.500604,0.860551
2026-08-20,02,39,0,2026-08-09,2026-08-08,3,1,B2,全,6,3,75,13.6145,27.1962,2.257137,0.870551
2026-08-20,02,40,0,2026-08-09,2026-08-06,1,1,A1,G2_G3_一般,6,3,30,21.8097,16.3982,0.499463,0.850667
2026-08-20,02,40,0,2026-08-09,2026-08-06,1,2,A1,G2_G3_一般,3,4,20,31.9717,17.5205,-0.683297,0.850667
2026-08-20,02,40,0,2026-08-09,2026-08-07,2,1,A1,G2_G3_一般,4,2,40,30.7604,16.4204,0.562689,0.860551
2026-08-20,02,40,0,2026-08-09,2026-08-07,2,2,A1,G2_G3_一般,1,6,0,44.5558,11.7661,-3.786797,0.860551
2026-08-20,02,40,0,2026-08-09,2026-08-08,3,1,A1,G2_G3_一般,2,2,40,33.5668,16.4571,0.390907,0.870551
2026-08-20,02,40,0,2026-08-09,2026-08-08,3,2,A1,G2_G3_一般,5,2,40,27.579,16.1733,0.767992,0.870551
2026-08-20,02,41,0,2026-08-09,2026-08-06,1,1,A2,G2_G3_一般,4,3,45,39.3572,24.1876,0.233294,0.850667
2026-08-20,02,41,0,2026-08-09,2026-08-06,1,2,A2,G2_G3_一般,2,4,30,45.1453,23.4647,-0.645449,0.850667
2026-08-20,02,41,0,2026-08-09,2026-08-07,2,2,A2,G2_G3_一般,3,4,30,43.7456,25.2622,-0.544115,0.860551
2026-08-20,02,41,0,2026-08-09,2026-08-08,3,1,A2,G2_G3_一般,1,5,15,61.8822,20.3034,-2.309082,0.870551
2026-08-20,02,41,0,2026-08-09,2026-08-08,3,2,A2,G2_G3_一般,5,4,30,34.6581,22.3473,-0.208443,0.870551
2026-08-20,02,42,0,2026-08-09,2026-08-06,1,1,B1,全,3,5,20,45.0022,33.3025,-0.750762,0.850667
2026-08-20,02,42,0,2026-08-09,2026-08-06,1,2,B1,全,5,4,40,35.8968,29.9612,0.136952,0.850667
2026-08-20,02,42,0,2026-08-09,2026-08-07,2,1,B1,全,4,5,20,40.2881,32.0806,-0.632411,0.860551
2026-08-20,02,43,0,2026-08-09,2026-08-06,1,1,A1,G2_G3_一般,4,1,50,30.7604,16.4204,1.171687,0.850667
2026-08-20,02,43,0,2026-08-09,2026-08-06,1,2,A1,G2_G3_一般,5,2,40,27.579,16.1733,0.767992,0.850667
2026-08-20,02,43,0,2026-08-09,2026-08-07,2,1,A1,G2_G3_一般,2,1,50,33.5668,16.4571,0.998549,0.860551
2026-08-20,02,43,0,2026-08-09,2026-08-07,2,2,A1,G2_G3_一般,1,2,40,44.5558,11.7661,-0.387194,0.860551
2026-08-20,02,43,0,2026-08-09,2026-08-08,3,2,A1,G2_G3_一般,6,4,20,21.8097,16.3982,-0.110362,0.870551
2026-08-20,02,44,0,2026-08-09,2026-08-06,1,1,A2,G2_G3_一般,3,4,30,43.7456,25.2622,-0.544115,0.850667
2026-08-20,02,44,0,2026-08-09,2026-08-06,1,2,A2,G2_G3_一般,1,1,75,61.8822,20.3034,0.646091,0.850667
2026-08-20,02,44,0,2026-08-09,2026-08-07,2,2,A2,G2_G3_一般,2,4,30,45.1453,23.4647,-0.645449,0.860551
2026-08-20,02,44,0,2026-08-09,2026-08-08,3,1,A2,G2_G3_一般,5,3,45,34.6581,22.3473,0.462778,0.870551
2026-08-20,02,44,0,2026-08-09,2026-08-08,3,2,A2,G2_G3_一般,4,2,60,39.3572,24.1876,0.853447,0.870551
2026-08-20,02,45,0,2026-08-17,2026-08-12,1,1,A1,G2_G3_一般,3,1,50,31.9717,17.5205,1.028985,0.911722
2026-08-20,02,45,0,2026-08-17,2026-08-12,1,2,A1,G2_G3_一般,5,4,20,27.579,16.1733,-0.468611,0.911722
2026-08-20,02,45,0,2026-08-17,2026-08-13,2,1,A1,G2_G3_一般,4,2,40,30.7604,16.4204,0.562689,0.922316
2026-08-20,02,45,0,2026-08-17,2026-08-13,2,2,A1,G2_G3_一般,1,1,50,44.5558,11.7661,0.462706,0.922316
2026-08-20,02,45,0,2026-08-17,2026-08-14,3,2,A1,G2_G3_一般,2,4,20,33.5668,16.4571,-0.824377,0.933033
2026-08-20,02,45,0,2026-08-17,2026-08-15,4,1,A1,G2_G3_一般,5,1,50,27.579,16.1733,1.386294,0.943874
2026-08-20,02,45,0,2026-08-17,2026-08-15,4,2,A1,G2_G3_一般,1,1,50,44.5558,11.7661,0.462706,0.943874
2026-08-20,02,45,0,2026-08-17,2026-08-16,5,2,A1,G2_G3_一般,2,1,50,33.5668,16.4571,0.998549,0.954842
2026-08-20,02,46,0,2026-07-12,2026-07-07,1,1,B1,全,1,転,-100,69.5217,32.9886,-5.138793,0.601513
2026-08-20,02,46,0,2026-07-12,2026-07-08,2,1,B1,全,4,6,0,40.2881,32.0806,-1.255841,0.608502
2026-08-20,02,46,0,2026-07-12,2026-07-09,3,1,B1,全,2,5,20,47.3147,32.3665,-0.843917,0.615572
2026-08-20,02,46,0,2026-07-12,2026-07-09,3,2,B1,全,3,2,80,45.0022,33.3025,1.050906,0.615572
2026-08-20,02,46,0,2026-07-12,2026-07-10,4,1,B1,全,3,5,20,45.0022,33.3025,-0.750762,0.622725
2026-08-20,02,46,0,2026-07-12,2026-07-11,5,1,B1,全,6,3,60,25.2276,25.9658,1.339162,0.629961
2026-08-20,02,46,0,2026-07-12,2026-07-11,5,2,B1,全,5,2,80,35.8968,29.9612,1.472013,0.629961
2026-08-20,02,46,1,2026-07-01,2026-06-27,1,1,B1,全,3,5,20,45.0022,33.3025,-0.750762,0.535887
2026-08-20,02,46,1,2026-07-01,2026-06-27,1,2,B1,全,1,1,100,69.5217,32.9886,0.923902,0.535887
2026-08-20,02,46,1,2026-07-01,2026-06-28,2,1,B1,全,4,1,100,40.2881,32.0806,1.861312,0.542113
2026-08-20,02,46,1,2026-07-01,2026-06-29,3,1,B1,全,2,1,100,47.3147,32.3665,1.627771,0.548412
2026-08-20,02,46,1,2026-07-01,2026-06-29,3,2,B1,全,6,6,0,25.2276,25.9658,-0.971568,0.548412
2026-08-20,02,46,1,2026-07-01,2026-06-30,4,1,B1,全,1,2,80,69.5217,32.9886,0.317633,0.554785
2026-08-20,02,46,2,2026-05-31,2026-05-28,1,1,B1,全,2,5,20,47.3147,32.3665,-0.843917,0.378929
2026-08-20,02,46,2,2026-05-31,2026-05-28,1,2,B1,全,6,6,0,25.2276,25.9658,-0.971568,0.378929
2026-08-20,02,46,2,2026-05-31,2026-05-29,2,1,B1,全,3,2,80,45.0022,33.3025,1.050906,0.383332
2026-08-20,02,46,2,2026-05-31,2026-05-30,3,1,B1,全,5,2,80,35.8968,29.9612,1.472013,0.387786
2026-08-20,02,46,2,2026-05-31,2026-05-30,3,2,B1,全,1,1,100,69.5217,32.9886,0.923902,0.387786
2026-08-20,02,47,0,2026-08-17,2026-08-12,1,1,A1,G2_G3_一般,2,1,50,33.5668,16.4571,0.998549,0.911722
2026-08-20,02,47,0,2026-08-17,2026-08-12,1,2,A1,G2_G3_一般,4,3,30,30.7604,16.4204,-0.046309,0.911722
2026-08-20,02,47,0,2026-08-17,2026-08-13,2,1,A1,G2_G3_一般,6,3,30,21.8097,16.3982,0.499463,0.922316
2026-08-20,02,47,0,2026-08-17,2026-08-13,2,2,A1,G2_G3_一般,3,2,40,31.9717,17.5205,0.458225,0.922316
2026-08-20,02,47,0,2026-08-17,2026-08-14,3,1,A1,G2_G3_一般,4,3,30,30.7604,16.4204,-0.046309,0.933033
2026-08-20,02,47,0,2026-08-17,2026-08-14,3,2,A1,G2_G3_一般,1,6,0,44.5558,11.7661,-3.786797,0.933033
2026-08-20,02,47,0,2026-08-17,2026-08-15,4,2,A1,G2_G3_一般,1,1,50,44.5558,11.7661,0.462706,0.943874
2026-08-20,02,47,0,2026-08-17,2026-08-16,5,2,A1,G2_G3_一般,3,5,10,31.9717,17.5205,-1.254057,0.954842
2026-08-20,02,47,1,2026-07-01,2026-06-27,1,2,B1,全,2,6,0,47.3147,32.3665,-1.461839,0.535887
2026-08-20,02,47,1,2026-07-01,2026-06-28,2,1,B1,全,5,3,60,35.8968,29.9612,0.804482,0.542113
2026-08-20,02,47,1,2026-07-01,2026-06-28,2,2,B1,全,5,4,40,35.8968,29.9612,0.136952,0.542113
2026-08-20,02,47,1,2026-07-01,2026-06-29,3,1,B1,全,3,4,40,45.0022,33.3025,-0.150206,0.548412
2026-08-20,02,47,1,2026-07-01,2026-06-30,4,1,B1,全,6,5,20,25.2276,25.9658,-0.201325,0.554785
2026-08-20,02,47,1,2026-07-01,2026-06-30,4,2,B1,全,3,5,20,45.0022,33.3025,-0.750762,0.554785
2026-08-20,02,47,2,2026-05-31,2026-05-28,1,1,B1,全,1,3,60,69.5217,32.9886,-0.288637,0.378929
2026-08-20,02,47,2,2026-05-31,2026-05-28,1,2,B1,全,3,6,0,45.0022,33.3025,-1.351318,0.378929
2026-08-20,02,47,2,2026-05-31,2026-05-29,2,2,B1,全,2,1,100,47.3147,32.3665,1.627771,0.383332
2026-08-20,02,47,2,2026-05-31,2026-05-30,3,1,B1,全,4,3,60,40.2881,32.0806,0.614451,0.387786
2026-08-20,02,47,2,2026-05-31,2026-05-30,3,2,B1,全,6,4,40,25.2276,25.9658,0.568919,0.387786
2026-08-20,02,48,0,2026-08-17,2026-08-12,1,2,A2,G2_G3_一般,6,2,60,25.862,22.0233,1.550088,0.911722
2026-08-20,02,48,0,2026-08-17,2026-08-13,2,1,A2,G2_G3_一般,1,1,75,61.8822,20.3034,0.646091,0.922316
2026-08-20,02,48,0,2026-08-17,2026-08-13,2,2,A2,G2_G3_一般,5,6,0,34.6581,22.3473,-1.550884,0.922316
2026-08-20,02,48,0,2026-08-17,2026-08-14,3,1,A2,G2_G3_一般,3,6,0,43.7456,25.2622,-1.731659,0.933033
2026-08-20,02,48,0,2026-08-17,2026-08-15,4,1,A2,G2_G3_一般,4,1,75,39.3572,24.1876,1.473601,0.943874
2026-08-20,02,48,0,2026-08-17,2026-08-15,4,2,A2,G2_G3_一般,2,1,75,45.1453,23.4647,1.272326,0.943874
2026-08-20,02,48,0,2026-08-17,2026-08-16,5,2,A2,G2_G3_一般,3,4,30,43.7456,25.2622,-0.544115,0.954842
2026-08-20,02,49,0,2026-08-17,2026-08-12,1,2,B1,全,4,5,20,40.2881,32.0806,-0.632411,0.911722
2026-08-20,02,49,0,2026-08-17,2026-08-13,2,1,B1,全,2,1,100,47.3147,32.3665,1.627771,0.922316
2026-08-20,02,49,0,2026-08-17,2026-08-13,2,2,B1,全,6,5,20,25.2276,25.9658,-0.201325,0.922316
2026-08-20,02,49,0,2026-08-17,2026-08-14,3,1,B1,全,1,3,60,69.5217,32.9886,-0.288637,0.933033
2026-08-20,02,49,0,2026-08-17,2026-08-15,4,1,B1,全,3,4,40,45.0022,33.3025,-0.150206,0.943874
2026-08-20,02,49,0,2026-08-17,2026-08-15,4,2,B1,全,5,4,40,35.8968,29.9612,0.136952,0.943874
2026-08-20,02,49,0,2026-08-17,2026-08-16,5,1,B1,全,4,4,40,40.2881,32.0806,-0.00898,0.954842
2026-08-20,02,49,0,2026-08-17,2026-08-16,5,2,B1,全,2,5,20,47.3147,32.3665,-0.843917,0.954842
2026-08-20,02,49,1,2026-07-27,2026-07-24,1,1,B1,全,4,1,100,40.2881,32.0806,1.861312,0.732043
2026-08-20,02,49,1,2026-07-27,2026-07-24,1,2,B1,全,2,4,40,47.3147,32.3665,-0.225995,0.732043
2026-08-20,02,49,1,2026-07-27,2026-07-25,2,1,B1,全,1,2,80,69.5217,32.9886,0.317633,0.740549
2026-08-20,02,49,1,2026-07-27,2026-07-25,2,2,B1,全,5,1,100,35.8968,29.9612,2.139543,0.740549
2026-08-20,02,49,1,2026-07-27,2026-07-26,3,2,B1,全,6,2,80,25.2276,25.9658,2.109406,0.749154
2026-08-20,02,49,2,2026-07-20,2026-07-17,1,1,B1,全,1,1,100,69.5217,32.9886,0.923902,0.675175
2026-08-20,02,49,2,2026-07-20,2026-07-18,2,1,B1,全,3,1,100,45.0022,33.3025,1.651461,0.68302
2026-08-20,02,49,2,2026-07-20,2026-07-18,2,2,B1,全,4,5,20,40.2881,32.0806,-0.632411,0.68302
2026-08-20,02,49,2,2026-07-20,2026-07-19,3,1,B1,全,2,4,40,47.3147,32.3665,-0.225995,0.690956
2026-08-20,02,49,2,2026-07-20,2026-07-19,3,2,B1,全,5,2,80,35.8968,29.9612,1.472013,0.690956
2026-08-20,02,49,2,2026-07-20,2026-07-20,4,1,B1,全,4,4,40,40.2881,32.0806,-0.00898,0.698985
