タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,8R,一般,1800,13:47,1,3730,塩崎優司,53,愛知,52.0,B1,3.78,19.57,,,73,31,64,34,,,,,,,,,,,,,,2,3544,豊田訓靖,56,静岡,53.0,B2,3.27,12.5,,,51,39,36,26,,,,,,,,,,,,,,3,4047,吉永浩則,45,大阪,53.0,B1,4.15,18.29,,,54,22,54,34,,,,,,,,,,,,,,4,3448,高山秀雄,55,群馬,54.0,B1,4.49,20.27,,,15,27,39,32,,,,,,,,,,,,,,5,3412,鈴木 博,56,埼玉,54.0,A1,6.2,40.98,,,60,46,48,36,,,,,,,,,,,,,,6,3880,浅見宗孝,52,埼玉,56.0,B1,4.54,24.47,,,58,41,38,23,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,9R,一般,1800,14:15,1,3541,三嶌誠司,57,香川,52.0,A1,6.23,40.98,,,30,39,51,26,,,,,,,,,,,,,,2,3922,菅沼佳昭,50,愛知,51.0,B1,4.0,21.98,,,61,34,35,50,,,,,,,,,,,,,,3,3893,汐崎正則,49,愛知,54.0,B1,4.59,23.46,,,36,31,33,34,,,,,,,,,,,,,,4,3963,原田秀弥,46,大阪,57.0,A2,5.13,31.4,,,72,25,63,25,,,,,,,,,,,,,,5,3761,山本光雄,53,滋賀,54.0,B1,5.16,30.0,,,12,27,59,33,,,,,,,,,,,,,,6,3233,小畑実成,58,岡山,55.0,B1,4.77,18.29,,,13,35,37,33,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,0R,選抜戦,1800,14:46,1,3813,佐藤大介,49,愛知,54.0,A1,6.51,53.25,,,69,41,66,33,,,,,,,,,,,,,,2,3439,大平誉史,56,大阪,52.0,B1,5.65,35.44,,,41,36,72,28,,,,,,,,,,,,,,3,3251,平石和男,59,埼玉,52.0,A2,5.65,35.29,,,40,23,68,37,,,,,,,,,,,,,,4,3812,山崎聖司,49,東京,52.0,B1,4.6,28.57,,,63,37,21,25,,,,,,,,,,,,,,5,4083,福島勇樹,46,東京,53.0,A2,6.75,54.72,,,52,38,60,40,,,,,,,,,,,,,,6,4025,山本隆幸,48,兵庫,53.0,A1,6.65,47.69,,,24,28,34,21,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,1R,選抜戦,1800,15:18,1,3711,江本真治,51,山口,54.0,A2,6.21,45.53,,,29,28,46,35,,,,,,,,,,,,,,2,3940,飯山 泰,47,東京,53.0,A1,6.33,45.61,,,22,22,41,32,,,,,,,,,,,,,,3,3918,深井利寿,51,滋賀,51.0,A2,6.22,45.0,,,34,43,43,38,,,,,,,,,,,,,,4,3876,中辻崇人,48,福岡,53.0,A2,7.76,68.48,,,27,23,13,32,,,,,,,,,,,,,,5,3828,明石正之,52,兵庫,52.0,B1,4.92,24.68,,,31,30,32,36,,,,,,,,,,,,,,6,4614,石倉洋行,45,福岡,54.0,A1,6.83,51.82,,,43,32,55,26,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,2R,優勝戦,1800,16:03,1,3737,上平真二,52,広島,52.0,A1,6.54,49.41,,,67,31,71,31,,,,,,,,,,,,,,2,4102,益田啓司,46,福岡,51.0,A2,6.54,47.31,,,64,29,16,32,,,,,,,,,,,,,,3,4012,中村有裕,46,滋賀,59.0,A2,6.18,45.19,,,32,36,31,30,,,,,,,,,,,,,,4,3557,太田和美,52,大阪,54.0,A1,6.66,48.09,,,68,22,50,35,,,,,,,,,,,,,,5,3740,大澤普司,51,群馬,54.0,A1,6.67,53.13,,,56,33,40,41,,,,,,,,,,,,,,6,3978,齊藤 仁,48,東京,53.0,A1,6.63,44.72,,,57,46,52,34,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,1R,ツッキーレー,1800,10:29,1,3621,天野晶夫,51,愛知,55.0,A2,5.04,25.56,,,25,39,52,33,,,,,,,,,,,,,,2,4003,表 憲一,48,福井,55.0,B1,5.32,31.58,,,71,31,11,34,,,,,,,,,,,,,,3,4520,高倉孝太,38,福井,51.0,B1,5.02,24.42,,,30,45,56,34,,,,,,,,,,,,,,4,3834,細川明人,50,岡山,55.0,B1,4.15,17.65,,,37,43,76,28,,,,,,,,,,,,,,5,5077,滝沢 崚,28,埼玉,52.0,B2,3.33,12.5,,,45,29,73,40,,,,,,,,,,,,,,6,4572,渡部 悟,37,大阪,56.0,B1,5.75,44.64,,,51,40,43,34,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,2R,予選,1800,10:56,1,3934,鋤柄貴俊,48,愛知,54.0,B1,5.42,31.33,,,24,37,27,29,,,,,,,,,,,,,,2,3831,安藤裕貴,51,愛知,54.0,B1,5.35,34.72,,,72,30,21,32,,,,,,,,,,,,,,3,5175,島崎丈一,21,東京,52.0,B2,3.5,22.22,,,50,37,49,30,,,,,,,,,,,,,,4,3497,後藤 浩,57,埼玉,51.0,B1,4.63,26.47,,,20,30,72,42,,,,,,,,,,,,,,5,4257,古川 健,42,広島,53.0,B1,4.53,28.57,,,39,44,14,38,,,,,,,,,,,,,,6,4565,西村豪洋,37,愛知,55.0,B1,4.7,28.57,,,27,33,24,37,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,3R,予選,1800,11:23,1,5304,井田涼介,22,群馬,61.0,B2,1.74,5.26,,,35,24,65,39,,,,,,,,,,,,,,2,3436,柏野幸二,56,岡山,51.0,B1,5.73,40.51,,,28,36,61,35,,,,,,,,,,,,,,3,4989,石原 翼,28,静岡,52.0,A2,5.68,37.23,,,54,38,51,35,,,,,,,,,,,,,,4,4630,岩永雅人,38,愛知,52.0,A1,5.39,38.3,,,19,39,28,32,,,,,,,,,,,,,,5,5366,塩嶋泰空,24,福井,55.0,B2,1.08,,,,60,33,70,34,,,,,,,,,,,,,,6,3826,村田修次,52,東京,53.0,A2,5.92,38.36,,,64,34,44,34,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,4R,予選,1800,11:50,1,4904,松本一毅,31,大阪,53.0,B1,5.36,32.56,,,26,37,71,34,,,,,,,,,,,,,,2,4430,永田秀二,40,東京,56.0,A2,5.82,37.72,,,36,23,50,33,,,,,,,,,,,,,,3,4748,渡邉雄朗,39,東京,52.0,A1,6.66,55.2,,,46,33,58,36,,,,,,,,,,,,,,4,4133,高橋正男,45,兵庫,53.0,A2,6.33,46.09,,,56,31,68,33,,,,,,,,,,,,,,5,3793,高橋真吾,53,埼玉,59.0,B1,4.49,24.68,,,59,30,67,31,,,,,,,,,,,,,,6,4342,谷野錬志,41,静岡,55.0,B1,7.82,69.05,,,48,32,19,29,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,5R,５ールドレー,1800,12:18,1,4516,野口勝弘,39,愛知,51.0,A1,6.13,40.5,,,12,40,32,38,,,,,,,,,,,,,,2,4656,大崎 翔,38,兵庫,54.0,B1,4.71,25.3,,,63,39,53,31,,,,,,,,,,,,,,3,4173,岡谷健吾,43,広島,57.0,B1,5.2,36.47,,,21,33,16,34,,,,,,,,,,,,,,4,4177,萬 正嗣,43,群馬,59.0,B1,4.79,29.31,,,52,34,23,37,,,,,,,,,,,,,,5,4007,榮田将彦,46,山口,51.0,B1,4.58,26.58,,,41,42,59,31,,,,,,,,,,,,,,6,4520,高倉孝太,38,福井,51.0,B1,5.02,24.42,,,30,45,56,34,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,6R,予選,1800,12:48,1,3516,吉原聖人,58,広島,51.0,B1,4.61,27.03,,,22,39,74,30,,,,,,,,,,,,,,2,4358,松本庸平,41,三重,50.0,B1,4.44,24.0,,,17,34,20,38,,,,,,,,,,,,,,3,3777,樋口 亮,50,長崎,52.0,A2,6.19,43.3,,,73,31,38,33,,,,,,,,,,,,,,4,4939,宮之原輝,28,東京,53.0,A1,6.89,58.24,,,68,39,57,39,,,,,,,,,,,,,,5,4436,渋谷明憲,39,大阪,53.0,A2,6.22,46.67,,,15,38,12,37,,,,,,,,,,,,,,6,4257,古川 健,42,広島,53.0,B1,4.53,28.57,,,39,44,14,38,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,7R,予選,1800,13:20,1,4945,上村宏太,33,東京,53.0,B1,3.79,14.13,,,38,29,75,33,,,,,,,,,,,,,,2,4261,岡 祐臣,41,三重,54.0,A2,6.32,44.55,,,61,35,63,34,,,,,,,,,,,,,,3,3831,安藤裕貴,51,愛知,54.0,B1,5.35,34.72,,,72,30,21,32,,,,,,,,,,,,,,4,5304,井田涼介,22,群馬,61.0,B2,1.74,5.26,,,35,24,65,39,,,,,,,,,,,,,,5,3621,天野晶夫,51,愛知,55.0,A2,5.04,25.56,,,25,39,52,33,,,,,,,,,,,,,,6,4278,藤岡俊介,42,兵庫,52.0,A1,6.98,50.83,,,32,33,69,31,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,8R,予選,1800,13:53,1,3563,堤 昇,55,静岡,54.0,B1,5.28,33.78,,,34,36,54,32,,,,,,,,,,,,,,2,3872,岡田憲行,49,大阪,53.0,A2,5.23,35.0,,,75,37,48,27,,,,,,,,,,,,,,3,3834,細川明人,50,岡山,55.0,B1,4.15,17.65,,,37,43,76,28,,,,,,,,,,,,,,4,5175,島崎丈一,21,東京,52.0,B2,3.5,22.22,,,50,37,49,30,,,,,,,,,,,,,,5,4179,広次 修,42,山口,52.0,A2,5.32,30.77,,,55,32,29,31,,,,,,,,,,,,,,6,4398,船岡洋一,38,広島,53.0,A1,7.0,54.46,,,31,39,26,37,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,9R,予選特賞,1800,14:27,1,4003,表 憲一,48,福井,55.0,B1,5.32,31.58,,,71,31,11,34,,,,,,,,,,,,,,2,4177,萬 正嗣,43,群馬,59.0,B1,4.79,29.31,,,52,34,23,37,,,,,,,,,,,,,,3,4630,岩永雅人,38,愛知,52.0,A1,5.39,38.3,,,19,39,28,32,,,,,,,,,,,,,,4,4748,渡邉雄朗,39,東京,52.0,A1,6.66,55.2,,,46,33,58,36,,,,,,,,,,,,,,5,3934,鋤柄貴俊,48,愛知,54.0,B1,5.42,31.33,,,24,37,27,29,,,,,,,,,,,,,,6,4466,南 佑典,39,三重,51.0,A2,5.94,35.63,,,74,34,31,26,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,0R,予選特賞,1800,15:02,1,4133,高橋正男,45,兵庫,53.0,A2,6.33,46.09,,,56,31,68,33,,,,,,,,,,,,,,2,4096,石橋道友,44,長崎,55.0,A1,6.36,47.25,,,65,32,18,35,,,,,,,,,,,,,,3,4656,大崎 翔,38,兵庫,54.0,B1,4.71,25.3,,,63,39,53,31,,,,,,,,,,,,,,4,3656,伯母芳恒,52,東京,55.0,B1,5.34,36.14,,,76,40,60,33,,,,,,,,,,,,,,5,3436,柏野幸二,56,岡山,51.0,B1,5.73,40.51,,,28,36,61,35,,,,,,,,,,,,,,6,4436,渋谷明憲,39,大阪,53.0,A2,6.22,46.67,,,15,38,12,37,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,1R,予選特選,1800,15:37,1,3777,樋口 亮,50,長崎,52.0,A2,6.19,43.3,,,73,31,38,33,,,,,,,,,,,,,,2,4278,藤岡俊介,42,兵庫,52.0,A1,6.98,50.83,,,32,33,69,31,,,,,,,,,,,,,,3,4572,渡部 悟,37,大阪,56.0,B1,5.75,44.64,,,51,40,43,34,,,,,,,,,,,,,,4,4516,野口勝弘,39,愛知,51.0,A1,6.13,40.5,,,12,40,32,38,,,,,,,,,,,,,,5,3826,村田修次,52,東京,53.0,A2,5.92,38.36,,,64,34,44,34,,,,,,,,,,,,,,6,4430,永田秀二,40,東京,56.0,A2,5.82,37.72,,,36,23,50,33,,,,,,,,,,,,,
津ＰＲ第３戦津王者決定戦,第4日,2025-12-09,ボートレース津,2R,ツッキー選抜,1800,16:08,1,4939,宮之原輝,28,東京,53.0,A1,6.89,58.24,,,68,39,57,39,,,,,,,,,,,,,,2,4086,寺本重宣,45,東京,51.0,A2,5.37,32.0,,,43,30,64,42,,,,,,,,,,,,,,3,4398,船岡洋一,38,広島,53.0,A1,7.0,54.46,,,31,39,26,37,,,,,,,,,,,,,,4,4007,榮田将彦,46,山口,51.0,B1,4.58,26.58,,,41,42,59,31,,,,,,,,,,,,,,5,4578,藤山雅弘,36,大阪,53.0,A2,6.47,48.84,,,69,43,35,37,,,,,,,,,,,,,,6,4989,石原 翼,28,静岡,52.0,A2,5.68,37.23,,,54,38,51,35,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,1R,一般,1800,10:24,1,4586,磯部 誠,35,愛知,54.0,A1,6.94,43.69,,,18,25,74,31,,,,,,,,,,,,,,2,5051,松本純平,30,埼玉,56.0,A1,6.49,45.05,,,50,16,48,38,,,,,,,,,,,,,,3,4910,中村泰平,29,愛知,51.0,A1,7.42,63.89,,,21,55,29,24,,,,,,,,,,,,,,4,4168,石野貴之,43,大阪,53.0,A1,6.02,43.33,,,33,23,67,38,,,,,,,,,,,,,,5,4352,下條雄太,39,長崎,52.0,A1,7.19,56.31,,,38,33,53,38,,,,,,,,,,,,,,6,4713,白神 優,35,岡山,54.0,A1,7.07,53.66,,,20,55,51,47,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,2R,一般,1800,10:51,1,3854,吉川元浩,53,兵庫,52.0,A1,6.61,42.7,,,28,29,36,40,,,,,,,,,,,,,,2,4579,中嶋健一,36,三重,54.0,A1,6.24,39.09,,,44,42,23,31,,,,,,,,,,,,,,3,3719,辻 栄蔵,50,広島,53.0,A1,7.15,44.66,,,19,44,42,27,,,,,,,,,,,,,,4,4287,今井貴士,41,福岡,56.0,A1,6.51,52.44,,,47,36,17,44,,,,,,,,,,,,,,5,4524,深谷知博,37,静岡,51.0,A1,7.31,46.15,,,31,60,38,39,,,,,,,,,,,,,,6,4682,大上卓人,35,広島,52.0,A1,6.23,31.36,,,10,20,28,39,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,3R,一般,1800,11:18,1,4914,吉田裕平,29,愛知,51.0,A1,7.51,52.58,,,37,23,22,31,,,,,,,,,,,,,,2,4497,桑原 悠,38,長崎,52.0,A1,6.18,37.93,,,16,26,31,44,,,,,,,,,,,,,,3,4500,山田康二,37,佐賀,53.0,A1,7.57,52.29,,,22,42,75,39,,,,,,,,,,,,,,4,5017,澤田尚也,26,滋賀,52.0,A1,6.99,52.75,,,24,57,33,32,,,,,,,,,,,,,,5,4528,黒井達矢,37,埼玉,53.0,A1,7.0,52.14,,,7,35,72,28,,,,,,,,,,,,,,6,4601,森野正弘,40,山口,52.0,A1,6.37,44.04,,,14,55,59,30,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,4R,一般,1800,11:45,1,4468,大池佑来,38,東京,51.0,A1,6.98,50.5,,,29,55,57,37,,,,,,,,,,,,,,2,4042,丸岡正典,46,大阪,51.0,A1,6.27,42.62,,,11,31,71,34,,,,,,,,,,,,,,3,4084,杉山正樹,46,愛知,56.0,A1,6.8,45.37,,,56,20,49,34,,,,,,,,,,,,,,4,4794,和田拓也,35,兵庫,54.0,A1,6.77,50.0,,,30,40,63,32,,,,,,,,,,,,,,5,4238,毒島 誠,41,群馬,53.0,A1,6.89,41.67,,,60,23,50,26,,,,,,,,,,,,,,6,4703,森永 隆,37,山口,52.0,A1,5.98,42.86,,,52,36,65,33,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,5R,一般,1800,12:12,1,4024,井口佳典,48,三重,52.0,A1,6.89,42.28,,,34,42,13,30,,,,,,,,,,,,,,2,4074,柳沢 一,44,愛知,52.0,A1,6.64,49.18,,,25,42,69,33,,,,,,,,,,,,,,3,4459,片岡雅裕,39,香川,53.0,A1,6.48,38.6,,,49,25,41,30,,,,,,,,,,,,,,4,4713,白神 優,35,岡山,54.0,A1,7.07,53.66,,,20,55,51,47,,,,,,,,,,,,,,5,5051,松本純平,30,埼玉,56.0,A1,6.49,45.05,,,50,16,48,38,,,,,,,,,,,,,,6,3946,赤岩善生,49,愛知,55.0,A1,7.15,57.33,,,26,33,62,29,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,6R,一般,1800,12:42,1,4719,上條暢嵩,31,大阪,51.0,A1,7.42,48.11,,,46,20,27,42,,,,,,,,,,,,,,2,4415,下出卓矢,39,福井,56.0,A1,5.9,37.04,,,35,38,70,36,,,,,,,,,,,,,,3,4264,長尾章平,40,山口,52.0,A1,6.36,48.12,,,59,66,47,33,,,,,,,,,,,,,,4,4579,中嶋健一,36,三重,54.0,A1,6.24,39.09,,,44,42,23,31,,,,,,,,,,,,,,5,5217,藤原碧生,25,岡山,53.0,A1,6.84,50.0,,,8,26,32,34,,,,,,,,,,,,,,6,5043,中村日向,27,香川,53.0,A1,6.35,45.0,,,54,44,43,32,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,7R,一般,1800,13:12,1,4320,峰 竜太,40,佐賀,51.0,A1,7.96,52.44,,,2,27,37,40,,,,,,,,,,,,,,2,4759,今泉友吾,36,東京,53.0,A1,6.96,50.47,,,40,38,21,37,,,,,,,,,,,,,,3,4497,桑原 悠,38,長崎,52.0,A1,6.18,37.93,,,16,26,31,44,,,,,,,,,,,,,,4,5068,前田 滉,25,愛知,51.0,A1,7.64,62.5,,,6,41,19,41,,,,,,,,,,,,,,5,3719,辻 栄蔵,50,広島,53.0,A1,7.15,44.66,,,19,44,42,27,,,,,,,,,,,,,,6,4566,塩田北斗,37,福岡,53.0,A1,6.65,41.59,,,41,47,16,30,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,8R,一般,1800,13:44,1,3716,石渡鉄兵,50,東京,54.0,A1,6.25,34.55,,,5,45,46,29,,,,,,,,,,,,,,2,4528,黒井達矢,37,埼玉,53.0,A1,7.0,52.14,,,7,35,72,28,,,,,,,,,,,,,,3,4682,大上卓人,35,広島,52.0,A1,6.23,31.36,,,10,20,28,39,,,,,,,,,,,,,,4,4352,下條雄太,39,長崎,52.0,A1,7.19,56.31,,,38,33,53,38,,,,,,,,,,,,,,5,4042,丸岡正典,46,大阪,51.0,A1,6.27,42.62,,,11,31,71,34,,,,,,,,,,,,,,6,4910,中村泰平,29,愛知,51.0,A1,7.42,63.89,,,21,55,29,24,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,9R,一般,1800,14:17,1,4168,石野貴之,43,大阪,53.0,A1,6.02,43.33,,,33,23,67,38,,,,,,,,,,,,,,2,4287,今井貴士,41,福岡,56.0,A1,6.51,52.44,,,47,36,17,44,,,,,,,,,,,,,,3,3983,須藤博倫,48,埼玉,52.0,A1,5.84,36.36,,,23,44,54,39,,,,,,,,,,,,,,4,4074,柳沢 一,44,愛知,52.0,A1,6.64,49.18,,,25,42,69,33,,,,,,,,,,,,,,5,3941,池田浩二,47,愛知,53.0,A1,7.91,49.06,,,13,42,56,46,,,,,,,,,,,,,,6,4787,椎名 豊,37,群馬,53.0,A1,7.05,51.3,,,53,38,20,32,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,0R,特別選抜戦,1800,14:52,1,4238,毒島 誠,41,群馬,53.0,A1,6.89,41.67,,,60,23,50,26,,,,,,,,,,,,,,2,3854,吉川元浩,53,兵庫,52.0,A1,6.61,42.7,,,28,29,36,40,,,,,,,,,,,,,,3,4024,井口佳典,48,三重,52.0,A1,6.89,42.28,,,34,42,13,30,,,,,,,,,,,,,,4,4415,下出卓矢,39,福井,56.0,A1,5.9,37.04,,,35,38,70,36,,,,,,,,,,,,,,5,4914,吉田裕平,29,愛知,51.0,A1,7.51,52.58,,,37,23,22,31,,,,,,,,,,,,,,6,4084,杉山正樹,46,愛知,56.0,A1,6.8,45.37,,,56,20,49,34,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,1R,特別選抜戦,1800,15:28,1,4524,深谷知博,37,静岡,51.0,A1,7.31,46.15,,,31,60,38,39,,,,,,,,,,,,,,2,4320,峰 竜太,40,佐賀,51.0,A1,7.96,52.44,,,2,27,37,40,,,,,,,,,,,,,,3,4468,大池佑来,38,東京,51.0,A1,6.98,50.5,,,29,55,57,37,,,,,,,,,,,,,,4,4719,上條暢嵩,31,大阪,51.0,A1,7.42,48.11,,,46,20,27,42,,,,,,,,,,,,,,5,4586,磯部 誠,35,愛知,54.0,A1,6.94,43.69,,,18,25,74,31,,,,,,,,,,,,,,6,4500,山田康二,37,佐賀,53.0,A1,7.57,52.29,,,22,42,75,39,,,,,,,,,,,,,
開設７２周年記念競走トコタンキング決定戦,第6日,2025-12-09,ボートレース常滑,2R,優勝戦,1800,16:10,1,3960,菊地孝平,47,静岡,55.0,A1,6.81,56.78,,,9,38,18,36,,,,,,,,,,,,,,2,4760,山崎 郡,35,大阪,52.0,A1,7.26,57.6,,,3,61,35,35,,,,,,,,,,,,,,3,4019,笠原 亮,45,静岡,53.0,A1,6.76,47.06,,,1,50,34,30,,,,,,,,,,,,,,4,5084,末永和也,26,佐賀,52.0,A1,7.53,48.15,,,42,50,11,27,,,,,,,,,,,,,,5,4418,茅原悠紀,38,岡山,53.0,A1,7.69,53.15,,,51,31,44,30,,,,,,,,,,,,,,6,3783,瓜生正義,49,福岡,53.0,A1,7.4,48.35,,,12,50,64,33,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,1R,予選,1800,15:24,1,3542,清水紀克,57,愛知,56.0,B1,3.97,17.95,,,48,26,35,38,,,,,,,,,,,,,,2,3911,鈴木 猛,52,東京,53.0,B1,5.49,39.29,,,69,17,47,37,,,,,,,,,,,,,,3,4898,菊地敬介,34,埼玉,57.0,B1,4.47,23.38,,,50,27,65,32,,,,,,,,,,,,,,4,4422,永井亮次,37,大阪,53.0,B1,4.8,30.86,,,62,31,56,24,,,,,,,,,,,,,,5,3346,宮本裕之,58,兵庫,52.0,B1,4.26,22.58,,,20,27,70,30,,,,,,,,,,,,,,6,5419,櫻井 隼,19,埼玉,52.0,B2,1.93,,,,25,21,53,45,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,2R,予選,1800,15:49,1,5066,鈴木孝明,27,埼玉,53.0,B1,5.74,35.0,,,49,24,51,31,,,,,,,,,,,,,,2,4116,川田正人,44,徳島,52.0,A2,5.09,33.33,,,47,27,16,18,,,,,,,,,,,,,,3,4211,村田 敦,42,東京,62.0,B1,3.48,11.11,,,16,34,59,33,,,,,,,,,,,,,,4,3909,佐々木康,52,静岡,56.0,A2,6.53,47.17,,,75,21,24,25,,,,,,,,,,,,,,5,4423,坂口貴彦,36,岡山,56.0,B1,5.14,33.0,,,24,31,39,34,,,,,,,,,,,,,,6,5433,米本圭佑,20,東京,51.0,B2,1.22,,,,53,33,21,25,,,,,,,,,,,,,
