レースコード,レース日,レース場コード,レース回,状態,1着コース,1着艇番,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608210410,2026-08-21,04,10R,realtime,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608210411,2026-08-21,04,11R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210411,2026-08-21,04,11R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210412,2026-08-21,04,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210601,2026-08-21,06,1R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210601,2026-08-21,06,1R,realtime,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608210602,2026-08-21,06,2R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210602,2026-08-21,06,2R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608210603,2026-08-21,06,3R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210603,2026-08-21,06,3R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210604,2026-08-21,06,4R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608210604,2026-08-21,06,4R,realtime,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608210605,2026-08-21,06,5R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210605,2026-08-21,06,5R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210606,2026-08-21,06,6R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210606,2026-08-21,06,6R,realtime,3,2,2-1-3,2-1-6,2-1-4,2-6-3,2-1-5,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210607,2026-08-21,06,7R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210607,2026-08-21,06,7R,realtime,6,5,5-1-2,5-1-4,5-1-3,5-2-1,5-3-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608210608,2026-08-21,06,8R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608210608,2026-08-21,06,8R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210609,2026-08-21,06,9R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210609,2026-08-21,06,9R,realtime,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608210610,2026-08-21,06,10R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210610,2026-08-21,06,10R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210611,2026-08-21,06,11R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210611,2026-08-21,06,11R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210612,2026-08-21,06,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210612,2026-08-21,06,12R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210701,2026-08-21,07,1R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210701,2026-08-21,07,1R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210702,2026-08-21,07,2R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210702,2026-08-21,07,2R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210703,2026-08-21,07,3R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210703,2026-08-21,07,3R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210704,2026-08-21,07,4R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210704,2026-08-21,07,4R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210705,2026-08-21,07,5R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608210706,2026-08-21,07,6R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608210707,2026-08-21,07,7R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210708,2026-08-21,07,8R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210709,2026-08-21,07,9R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608210710,2026-08-21,07,10R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608210711,2026-08-21,07,11R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608210712,2026-08-21,07,12R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211301,2026-08-21,13,1R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211301,2026-08-21,13,1R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211302,2026-08-21,13,2R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211302,2026-08-21,13,2R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211303,2026-08-21,13,3R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211303,2026-08-21,13,3R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211304,2026-08-21,13,4R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211304,2026-08-21,13,4R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211305,2026-08-21,13,5R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211305,2026-08-21,13,5R,realtime,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608211306,2026-08-21,13,6R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608211306,2026-08-21,13,6R,realtime,5,4,4-1-6,4-1-3,4-1-2,4-1-5,4-6-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608211307,2026-08-21,13,7R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211307,2026-08-21,13,7R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211308,2026-08-21,13,8R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211308,2026-08-21,13,8R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211309,2026-08-21,13,9R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211309,2026-08-21,13,9R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211310,2026-08-21,13,10R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211310,2026-08-21,13,10R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211311,2026-08-21,13,11R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211311,2026-08-21,13,11R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211312,2026-08-21,13,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211312,2026-08-21,13,12R,realtime,2,3,3-1-4,3-1-5,3-1-2,3-4-1,3-4-5,差し,差し,差し,差し,まくり
202608211501,2026-08-21,15,1R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211501,2026-08-21,15,1R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211502,2026-08-21,15,2R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211502,2026-08-21,15,2R,realtime,2,5,5-1-2,5-1-3,5-1-4,5-2-1,5-2-3,差し,差し,差し,差し,まくり
202608211503,2026-08-21,15,3R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211503,2026-08-21,15,3R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211504,2026-08-21,15,4R,daily,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608211504,2026-08-21,15,4R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608211505,2026-08-21,15,5R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211505,2026-08-21,15,5R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211506,2026-08-21,15,6R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211507,2026-08-21,15,7R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211508,2026-08-21,15,8R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211509,2026-08-21,15,9R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211510,2026-08-21,15,10R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211511,2026-08-21,15,11R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608211512,2026-08-21,15,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211601,2026-08-21,16,1R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608211601,2026-08-21,16,1R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211602,2026-08-21,16,2R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211602,2026-08-21,16,2R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211603,2026-08-21,16,3R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608211603,2026-08-21,16,3R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211604,2026-08-21,16,4R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211604,2026-08-21,16,4R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211605,2026-08-21,16,5R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211605,2026-08-21,16,5R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211606,2026-08-21,16,6R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211606,2026-08-21,16,6R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211607,2026-08-21,16,7R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211607,2026-08-21,16,7R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608211608,2026-08-21,16,8R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211608,2026-08-21,16,8R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211609,2026-08-21,16,9R,daily,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608211609,2026-08-21,16,9R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608211610,2026-08-21,16,10R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211610,2026-08-21,16,10R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211611,2026-08-21,16,11R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211611,2026-08-21,16,11R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211612,2026-08-21,16,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211612,2026-08-21,16,12R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211901,2026-08-21,19,1R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211901,2026-08-21,19,1R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211902,2026-08-21,19,2R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211902,2026-08-21,19,2R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608211903,2026-08-21,19,3R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608211903,2026-08-21,19,3R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
